Player,Injury,Start Date,Return Date,Days Missed,Injury Category,Refined Injury Category
Jayson Tatum,sprained left ankle,2020-08-12,2020-08-17,5,Ankle,Ankle
Jayson Tatum,bruised lower back,2019-03-24,2019-03-26,2,Back,Back
Jayson Tatum,sore right knee,2020-01-15,2020-01-16,1,Knee,Knee
Jayson Tatum,illness,2020-03-03,2020-03-04,1,Unknown,General Ailments
Jeff Ayres / Jeff Pendergraph,placed on IL,2015-02-27,2015-02-28,1,Unknown,Unknown
Jeff Ayres / Jeff Pendergraph,placed on IL,2015-03-29,2015-04-01,3,Unknown,Unknown
Jeff Ayres / Jeff Pendergraph,placed on IL,2015-02-20,2015-02-23,3,Unknown,Unknown
Jeff Ayres / Jeff Pendergraph,placed on IL,2015-02-06,2015-02-08,2,Unknown,Unknown
Jeff Ayres / Jeff Pendergraph,finger injury,2014-03-06,2014-03-08,2,Hand/Finger,Hand/Finger
Jeff Green,sore lower back,2016-11-27,2016-11-29,2,Back,Back
Jeff Green,bruised right knee,2022-11-22,2022-12-06,14,Knee,Knee
Jeff Green,back spasms / sore lower back,2017-03-22,2017-04-12,21,Back,Back
Jeff Green,left foot injury,2021-05-27,2021-06-13,17,Foot,Unknown
Jeff Green,right shoulder injury,2021-03-01,2021-03-11,10,Shoulder,Shoulder
Jeff Green,illness,2018-03-25,2018-03-27,2,Unknown,General Ailments
Jeff Green,sore lower back,2018-03-03,2018-03-07,4,Back,Back
Jeff Green,sore lower back,2018-02-27,2018-03-01,2,Back,Back
Jeff Green,bruised left quadricep,2022-01-23,2022-01-25,2,Unknown,Unknown
Jeff Teague,sprained left ankle,2021-01-04,2021-01-08,4,Ankle,Ankle
Jeff Teague,sore left knee,2019-02-27,2019-02-28,1,Knee,Knee
Jeff Teague,sore left foot,2019-01-25,2019-01-30,5,Foot,Unknown
Jeff Teague,sore left foot,2019-01-22,2019-01-24,2,Foot,Unknown
Jeff Teague,sprained MCL in left knee,2017-12-28,2018-01-10,13,Knee,Knee
Jeff Teague,bruised left knee,2018-11-02,2018-11-12,10,Knee,Knee
Jeff Teague,sore left ankle,2015-11-15,2015-11-21,6,Ankle,Ankle
Jeff Teague,sprained left ankle,2015-03-27,2015-03-30,3,Ankle,Ankle
Jeff Teague,hamstring injury,2014-12-17,2014-12-23,6,Hamstring,Soft Tissue Injury
Jeff Teague,left ankle injury,2018-12-19,2019-01-04,16,Ankle,Ankle
Jeff Teague,strained abdominal,2021-05-03,2021-05-05,2,Unknown,Unknown
Jeff Teague,illness,2019-11-06,2019-11-13,7,Unknown,General Ailments
Jeff Withey,placed on IL,2015-10-28,2015-10-31,3,Unknown,Unknown
Jeff Withey,placed on IL,2015-11-04,2015-11-12,8,Unknown,Unknown
Jeff Withey,placed on IL,2017-04-23,2017-04-28,5,Unknown,Unknown
Jeff Withey,placed on IL,2017-05-02,2017-05-04,2,Unknown,Unknown
Jeffery Taylor / Jeff Taylor (b),placed on IL,2014-12-29,2015-01-10,12,Unknown,Unknown
Jeffery Taylor / Jeff Taylor (b),placed on IL,2014-10-29,2014-11-19,21,Unknown,Unknown
Jerami Grant,concussion protocols,2023-02-14,2023-02-22,8,Head,Head
Jerami Grant,sprained left ankle,2022-11-09,2022-11-10,1,Ankle,Ankle
Jerami Grant,right knee inflammation,2022-03-20,2022-03-22,2,Knee,Knee
Jerami Grant,right knee inflammation,2022-03-16,2022-03-18,2,Knee,Knee
Jerami Grant,sprained right thumb,2021-12-12,2022-01-31,50,Unknown,Unknown
Jerami Grant,sore right knee,2021-04-28,2021-05-08,10,Knee,Knee
Jerami Grant,bruised left quadricep,2021-04-22,2021-04-24,2,Unknown,Unknown
Jerami Grant,bruised left quadricep,2021-04-18,2021-04-20,2,Unknown,Unknown
Jerami Grant,sprained right ankle,2014-10-29,2014-11-21,23,Ankle,Ankle
Jerami Grant,placed on IL,2014-11-24,2014-11-29,5,Unknown,Unknown
Jerami Grant,sore right knee,2021-04-07,2021-04-13,6,Knee,Knee
Jerami Grant,bruised left hip,2017-12-07,2017-12-09,2,Hip,Unknown
Jerami Grant,sore right knee,2021-04-16,2021-04-17,1,Knee,Knee
Jerami Grant,sprained right ankle,2019-02-11,2019-02-22,11,Ankle,Ankle
Jerami Grant,bruised left quadricep,2021-03-03,2021-03-10,7,Unknown,Unknown
Jerami Grant,placed on IL,2021-02-24,2021-02-26,2,Unknown,Unknown
Jerami Grant,sore right knee,2020-08-10,2020-08-12,2,Knee,Knee
Jeremiah Robinson-Earl,fractured right foot,2022-02-02,2022-03-28,54,Foot,Bone Fracture
Jeremiah Robinson-Earl,sprained right ankle,2022-12-14,2023-01-31,48,Ankle,Ankle
Jeremy Evans,bruised tailbone,2014-02-01,2014-02-07,6,Unknown,Unknown
Jeremy Evans,placed on IL,2016-01-22,2016-01-26,4,Unknown,Unknown
Jeremy Lamb,strained left hamstring,2016-11-02,2016-11-18,16,Hamstring,Soft Tissue Injury
Jeremy Lamb,strained right big toe,2016-04-08,2016-04-10,2,Foot,Unknown
Jeremy Lamb,sprained left ankle,2019-11-06,2019-11-23,17,Ankle,Ankle
Jeremy Lamb,right hip pointer,2019-10-26,2019-10-30,4,Hip,Unknown
Jeremy Lamb,sore foot,2017-01-21,2017-01-27,6,Foot,Unknown
Jeremy Lamb,bruised shin,2017-12-09,2017-12-11,2,Unknown,Unknown
Jeremy Lamb,toe injury,2021-03-31,2021-04-06,6,Foot,Unknown
Jeremy Lamb,sore left ankle,2022-02-14,2022-02-23,9,Ankle,Ankle
Jeremy Lamb,sore left knee,2022-01-14,2022-01-19,5,Knee,Knee
Jeremy Lamb,surgery on left knee to repair torn ACL,2020-12-23,2021-01-20,28,Knee,Knee
Jeremy Lamb,sore left knee,2021-03-15,2021-03-19,4,Knee,Knee
Jeremy Lamb,sore left hip,2022-03-07,2022-03-12,5,Hip,Unknown
Jeremy Lamb,sore right wrist,2021-12-26,2021-12-28,2,Wrist,Wrist
Jeremy Lin,sore back / tightness in back,2016-12-14,2016-12-16,2,Back,Back
Jeremy Lin,strained left hamstring,2016-12-28,2017-02-24,58,Hamstring,Soft Tissue Injury
Jeremy Lin,strained left hamstring,2016-11-04,2016-12-12,38,Hamstring,Soft Tissue Injury
Jeremy Lin,illness,2019-01-15,2019-01-19,4,Unknown,General Ailments
Jeremy Lin,back spasms,2019-05-02,2019-05-05,3,Back,Back
Jeremy Sochan,bruised right quadriceps,2022-11-30,2022-12-12,12,Unknown,Unknown
Jeremy Sochan,bruised left quadriceps,2023-01-26,2023-01-28,2,Unknown,Unknown
Jeremy Sochan,sore lower back,2023-02-02,2023-02-11,9,Back,Back
Jeremy Sochan,sore right knee,2023-03-05,2023-03-10,5,Knee,Knee
Jeremy Sochan,illness,2022-10-30,2022-11-02,3,Unknown,General Ailments
Jeremy Sochan,sore right knee,2023-03-12,2023-03-14,2,Knee,Knee
Jeremy Sochan,sore right knee,2023-03-19,2023-03-22,3,Knee,Knee
Jeremy Sochan,right knee injury,2023-03-15,2023-03-16,1,Knee,Knee
Jerian Grant,placed on IL,2016-10-27,2016-11-02,6,Unknown,Unknown
Jericho Sims,placed on IL,2021-12-10,2021-12-12,2,Unknown,Unknown
Jericho Sims,placed on IL,2021-12-16,2021-12-21,5,Unknown,Unknown
Jericho Sims,placed on IL,2021-11-30,2021-12-08,8,Unknown,Unknown
Jermaine O'Neal,sore right wrist  / back injury,2014-02-10,2014-02-19,9,Wrist,Wrist
Jerryd Bayless,sprained left knee,2018-10-16,2018-12-19,64,Knee,Knee
Jerryd Bayless,placed on IL,2018-04-16,2018-04-30,14,Unknown,Unknown
Jerryd Bayless,sore left wrist,2018-01-20,2018-02-03,14,Wrist,Wrist
Jerryd Bayless,bruised left wrist,2017-11-09,2017-11-18,9,Wrist,Wrist
Jerryd Bayless,sore left wrist,2016-10-26,2016-11-21,26,Wrist,Wrist
Jerryd Bayless,sprained ankle,2016-01-05,2016-01-15,10,Ankle,Ankle
Jerryd Bayless,ankle injury,2015-12-05,2015-12-28,23,Ankle,Ankle
Jerryd Bayless,placed on IL,2014-01-22,2014-01-28,6,Unknown,Unknown
Jerryd Bayless,placed on IL,2018-03-13,2018-03-26,13,Unknown,Unknown
Jevon Carter,foot injury,2023-04-04,2023-04-05,1,Foot,Unknown
Jimmer Fredette,illness,2014-02-01,2014-02-03,2,Unknown,General Ailments
Jimmy Butler,sprained right wrist,2019-01-21,2019-01-29,8,Wrist,Wrist
Jimmy Butler,tightness in lower back,2019-04-10,2019-04-12,2,Back,Back
Jimmy Butler,back injury,2019-04-04,2019-04-09,5,Back,Back
Jimmy Butler,sprained left thumb,2014-10-29,2014-11-01,3,Unknown,Unknown
Jimmy Butler,illness,2015-01-27,2015-01-29,2,Unknown,General Ailments
Jimmy Butler,strained right shoulder,2015-02-12,2015-02-20,8,Shoulder,Shoulder
Jimmy Butler,sprained left elbow,2015-03-03,2015-03-23,20,Elbow,Elbow
Jimmy Butler,calf injury,2015-04-09,2015-04-11,2,Calf,Soft Tissue Injury
Jimmy Butler,upper respiratory infection,2019-01-02,2019-01-08,6,Unknown,General Ailments
Jimmy Butler,illness,2017-01-10,2017-01-14,4,Unknown,General Ailments
Jimmy Butler,meniscus injury in right knee,2018-02-24,2018-04-06,41,Knee,Knee
Jimmy Butler,placed on IL,2018-10-20,2018-10-22,2,Unknown,Unknown
Jimmy Butler,placed on IL,2018-10-31,2018-11-02,2,Unknown,Unknown
Jimmy Butler,placed on IL,2018-11-04,2018-11-05,1,Unknown,Unknown
Jimmy Butler,placed on IL,2018-11-12,2018-11-14,2,Unknown,Unknown
Jimmy Butler,strained right shoulder,2020-02-09,2020-02-10,1,Shoulder,Shoulder
Jimmy Butler,strained groin,2018-12-12,2018-12-16,4,Groin,Groin
Jimmy Butler,back injury,2019-04-01,2019-04-03,2,Back,Back
Jimmy Butler,upper respiratory illness,2017-10-25,2017-10-27,2,Unknown,General Ailments
Jimmy Butler,left big toe injury,2020-03-11,2020-07-31,142,Foot,Unknown
Jimmy Butler,sprained right ankle,2022-01-04,2022-01-14,10,Ankle,Ankle
Jimmy Butler,sprained right ankle,2020-12-26,2021-01-01,6,Ankle,Ankle
Jimmy Butler,sore neck,2023-03-28,2023-03-29,1,Neck,Unknown
Jimmy Butler,sore right ankle,2020-08-04,2020-08-10,6,Ankle,Ankle
Jimmy Butler,tightness in lower back,2023-01-24,2023-01-26,2,Back,Back
Jimmy Butler,sprained right ankle,2022-12-26,2022-12-28,2,Ankle,Ankle
Jimmy Butler,gastrointestinal ailment,2022-12-20,2022-12-23,3,Unknown,Unknown
Jimmy Butler,right knee injury,2022-12-14,2022-12-15,1,Knee,Knee
Jimmy Butler,right knee injury,2022-12-06,2022-12-08,2,Knee,Knee
Jimmy Butler,knee injury,2022-11-18,2022-12-02,14,Knee,Knee
Jimmy Butler,left hip injury,2022-11-02,2022-11-07,5,Hip,Unknown
Jimmy Butler,placed on IL,2022-04-09,2022-04-16,7,Unknown,Unknown
Jimmy Butler,right knee inflammation,2022-04-26,2022-05-02,6,Knee,Knee
Jimmy Butler,sprained right ankle,2022-03-18,2022-03-21,3,Ankle,Ankle
Jimmy Butler,left big toe injury,2022-03-12,2022-03-14,2,Foot,Unknown
Jimmy Butler,sinus ailment,2022-03-09,2022-03-11,2,Unknown,Unknown
Jimmy Butler,left big toe injury,2022-03-03,2022-03-05,2,Foot,Unknown
Jimmy Butler,right big toe,2022-01-31,2022-02-01,1,Foot,Unknown
Jimmy Butler,tailbone injury,2021-12-07,2021-12-26,19,Unknown,Unknown
Jimmy Butler,tailbone injury,2021-11-29,2021-12-06,7,Unknown,Unknown
Jimmy Butler,left big toe injury,2022-04-03,2022-04-04,1,Foot,Unknown
Jimmy Butler,sprained right ankle,2021-11-11,2021-11-17,6,Ankle,Ankle
Joakim Noah,sore left knee,2015-04-15,2015-04-18,3,Knee,Knee
Joakim Noah,general soreness,2015-03-23,2015-03-25,2,Unknown,Unknown
Joakim Noah,sprained right ankle,2014-12-10,2014-12-18,8,Ankle,Ankle
Joakim Noah,eye abrasion,2014-11-25,2014-11-28,3,Head,Head
Joakim Noah,sprained left shoulder,2015-12-25,2016-01-11,17,Shoulder,Shoulder
Joakim Noah,sprained right ankle,2015-01-16,2015-01-23,7,Ankle,Ankle
Joakim Noah,illness,2014-11-04,2014-11-07,3,Unknown,General Ailments
Joakim Noah,illness,2016-11-20,2016-11-25,5,Unknown,General Ailments
Joakim Noah,sore left hamstring,2017-02-06,2017-03-29,51,Hamstring,Soft Tissue Injury
Joakim Noah,sprained left ankle,2017-01-18,2017-01-21,3,Ankle,Ankle
Joakim Noah,illness,2017-11-24,2017-11-27,3,Unknown,General Ailments
Joakim Noah,placed on IL,2017-11-29,2017-12-03,4,Unknown,Unknown
Joakim Noah,placed on IL,2017-12-09,2017-12-16,7,Unknown,Unknown
Joakim Noah,placed on IL,2017-12-21,2017-12-22,1,Unknown,Unknown
Joakim Noah,placed on IL,2018-01-17,2018-01-23,6,Unknown,Unknown
Joakim Noah,right heel injury,2018-12-19,2018-12-26,7,Unknown,Unknown
Joakim Noah,sprained left ankle,2016-11-30,2016-12-04,4,Ankle,Ankle
Joakim Noah,placed on IL,2017-12-27,2018-01-07,11,Unknown,Unknown
Jock Landale,sprained right foot,2022-04-04,2022-04-08,4,Foot,Unknown
Jock Landale,concussion,2022-02-02,2022-02-08,6,Head,Head
Jock Landale,back injury,2022-01-10,2022-01-12,2,Back,Back
Jodie Meeks,fractured right foot,2015-10-30,2016-04-13,166,Foot,Bone Fracture
Jodie Meeks,stress fracture in lower back,2014-10-29,2014-12-12,44,Back,Back
Jodie Meeks,placed on IL  surgery on right foot,2016-10-26,2016-12-02,37,Foot,General Ailments
Jodie Meeks,dislocated right thumb,2017-01-22,2017-03-20,57,Unknown,Unknown
Jodie Meeks,flu,2018-03-21,2018-03-23,2,Unknown,General Ailments
Joe Harris,placed on IL,2015-04-05,2015-04-15,10,Unknown,Unknown
Joe Harris,placed on IL,2015-03-18,2015-04-02,15,Unknown,Unknown
Joe Harris,sore left knee,2022-12-23,2023-01-02,10,Knee,Knee
Joe Harris,ankle injury,2022-10-27,2022-10-29,2,Ankle,Ankle
Joe Harris,placed on IL,2015-12-04,2015-12-17,13,Unknown,Unknown
Joe Harris,sore left hip / glute muscle injury,2021-05-12,2021-05-22,10,Hip,Unknown
Joe Harris,sore lower back,2020-01-18,2020-01-19,1,Back,Back
Joe Harris,placed on IL,2015-04-19,2015-05-04,15,Unknown,Unknown
Joe Harris,sprained left ankle,2017-01-23,2017-02-01,9,Ankle,Ankle
Joe Harris,adductor injury,2018-11-30,2018-12-03,3,Unknown,Unknown
Joe Harris,sprained right ankle,2019-01-07,2019-01-09,2,Ankle,Ankle
Joe Harris,sore right foot,2019-04-10,2019-04-12,2,Foot,Unknown
Joe Harris,foot injury,2022-10-19,2022-10-21,2,Foot,Unknown
Joe Ingles,left knee injury,2023-01-12,2023-01-17,5,Knee,Knee
Joe Ingles,placed on IL,2023-01-04,2023-01-06,2,Unknown,Unknown
Joe Ingles,knee injury,2022-10-20,2022-12-19,60,Knee,Knee
Joe Ingles,strained lower back,2021-12-31,2022-01-01,1,Back,Back
Joe Ingles,sore left knee,2021-04-13,2021-04-16,3,Knee,Knee
Joe Ingles,sore right Achilles,2021-01-12,2021-01-19,7,Ankle,Ankle
Joe Ingles,right Achilles injury,2021-01-08,2021-01-10,2,Ankle,Ankle
Joe Johnson,flu,2014-12-10,2014-12-12,2,Unknown,General Ailments
Joe Johnson,placed on IL for rest,2017-01-14,2017-01-16,2,Unknown,Unknown
Joe Johnson,sore right wrist,2017-11-01,2017-12-15,44,Wrist,Wrist
Joe Johnson,illness,2018-03-06,2018-03-09,3,Unknown,General Ailments
Joe Wieskamp,strained right hamstring,2023-03-22,2023-03-31,9,Hamstring,Soft Tissue Injury
Joe Young,placed on IL,2017-03-08,2017-03-15,7,Unknown,Unknown
Joe Young,placed on IL,2017-03-19,2017-03-26,7,Unknown,Unknown
Joel Anthony,groin injury,2015-03-10,2015-03-11,1,Groin,Groin
Joel Anthony,placed on IL,2017-02-24,2017-03-01,5,Unknown,Unknown
Joel Anthony,placed on IL,2017-03-03,2017-03-04,1,Unknown,Unknown
Joel Anthony,placed on IL,2017-03-06,2017-03-08,2,Unknown,Unknown
Joel Anthony,placed on IL,2017-03-18,2017-03-19,1,Unknown,Unknown
Joel Anthony,placed on IL,2017-03-23,2017-03-25,2,Unknown,Unknown
Joel Anthony,placed on IL,2017-03-27,2017-04-02,6,Unknown,Unknown
Joel Anthony,placed on IL,2017-04-25,2017-05-16,21,Unknown,Unknown
Joel Anthony,placed on IL,2017-04-15,2017-04-22,7,Unknown,Unknown
Joel Bolomboy,placed on IL,2017-04-15,2017-04-18,3,Unknown,Unknown
Joel Bolomboy,placed on IL,2017-01-02,2017-03-06,63,Unknown,Unknown
Joel Bolomboy,placed on IL,2017-04-28,2017-05-02,4,Unknown,Unknown
Joel Bolomboy,placed on IL,2017-10-21,2017-11-10,20,Unknown,Unknown
Joel Bolomboy,placed on IL,2017-04-08,2017-04-10,2,Unknown,Unknown
Joel Embiid,bone bruise in left knee,2021-03-13,2021-04-03,21,Knee,Knee
Joel Embiid,back injury,2021-01-25,2021-01-26,1,Back,Back
Joel Embiid,sore right knee,2021-01-15,2021-01-19,4,Knee,Knee
Joel Embiid,left ankle injury,2020-08-10,2020-08-12,2,Ankle,Ankle
Joel Embiid,sprained left shoulder,2020-02-27,2020-03-11,13,Shoulder,Shoulder
Joel Embiid,left hand injury,2020-01-09,2020-01-28,19,Hand/Finger,Hand/Finger
Joel Embiid,sore left knee,2019-12-31,2020-01-02,2,Knee,Knee
Joel Embiid,illness,2019-12-15,2019-12-17,2,Unknown,General Ailments
Joel Embiid,bruised left hip,2019-12-07,2019-12-08,1,Hip,Unknown
Joel Embiid,sprained right ankle,2019-10-26,2019-10-28,2,Ankle,Ankle
Joel Embiid,placed on IL,2019-01-26,2019-01-29,3,Unknown,Unknown
Joel Embiid,sore left knee,2019-02-21,2019-03-10,17,Knee,Knee
Joel Embiid,left knee injury,2021-04-04,2021-04-05,1,Knee,Knee
Joel Embiid,sore left ankle,2019-01-11,2019-01-13,2,Ankle,Ankle
Joel Embiid,placed on IL,2018-12-07,2018-12-10,3,Unknown,Unknown
Joel Embiid,fractured left orbital bone / concussion,2018-03-30,2018-04-19,20,Head,Head
Joel Embiid,placed on IL for rest,2018-01-29,2018-01-31,2,Unknown,Unknown
Joel Embiid,placed on IL for rest,2017-12-18,2017-12-23,5,Unknown,Unknown
Joel Embiid,placed on IL for rest,2017-12-09,2017-12-12,3,Unknown,Unknown
Joel Embiid,placed on IL,2017-11-30,2017-12-02,2,Unknown,Unknown
Joel Embiid,placed on IL for rest,2017-11-07,2017-11-09,2,Unknown,Unknown
Joel Embiid,rehab of left knee,2017-10-21,2017-10-23,2,Knee,Knee
Joel Embiid,sore left knee,2019-04-09,2019-04-13,4,Knee,Knee
Joel Embiid,illness,2021-05-11,2021-05-13,2,Unknown,General Ailments
Joel Embiid,back injury,2021-01-09,2021-01-11,2,Back,Back
Joel Embiid,torn meniscus in right knee,2021-06-02,2021-06-06,4,Knee,Knee
Joel Embiid,right calf injury,2023-03-27,2023-03-29,2,Calf,Soft Tissue Injury
Joel Embiid,illness,2021-05-16,2021-05-23,7,Unknown,General Ailments
Joel Embiid,sore left foot,2023-01-04,2023-01-10,6,Foot,Unknown
Joel Embiid,sprained left foot,2022-11-22,2022-11-28,6,Foot,Unknown
Joel Embiid,illness,2022-10-31,2022-11-07,7,Unknown,General Ailments
Joel Embiid,"orbital fracture, concussion",2022-04-29,2022-05-06,7,Head,Head
Joel Embiid,sore back,2022-03-21,2022-03-22,1,Back,Back
Joel Embiid,sore left foot,2023-03-01,2023-03-02,1,Foot,Unknown
Joel Embiid,placed on IL,2021-11-01,2021-11-03,2,Unknown,Unknown
Joel Freeland,placed on IL wiwth sprained MCL in right knee,2014-02-12,2014-04-16,63,Knee,Knee
Joel Freeland,bruised right shoulder,2015-01-05,2015-03-01,55,Shoulder,Shoulder
Joel Freeland,left foot injury,2014-11-02,2014-11-06,4,Foot,Unknown
Joffrey Lauvergne,sprained right ankle,2017-10-29,2017-11-14,16,Ankle,Ankle
Joffrey Lauvergne,placed on IL,2015-11-18,2015-11-20,2,Unknown,Unknown
Joffrey Lauvergne,strained lower back,2015-11-22,2015-11-27,5,Back,Back
Joffrey Lauvergne,infection in right toe,2016-01-28,2016-02-01,4,Foot,General Ailments
John Collins (Martin),left hip flexor injury,2023-02-13,2023-02-15,2,Hip,Unknown
John Collins (Martin),left shoulder injury,2017-12-04,2017-12-14,10,Shoulder,Shoulder
John Collins (Martin),left ankle injury,2018-10-17,2018-11-17,31,Ankle,Ankle
John Collins (Martin),sprained left ankle,2018-12-23,2018-12-26,3,Ankle,Ankle
John Collins (Martin),flu,2019-03-01,2019-03-06,5,Unknown,General Ailments
John Collins (Martin),back injury,2020-01-04,2020-01-06,2,Back,Back
John Collins (Martin),sprained left ankle,2021-03-31,2021-04-18,18,Ankle,Ankle
John Collins (Martin),right foot injury,2022-02-13,2022-03-04,19,Foot,Unknown
John Collins (Martin),back injury,2023-04-08,2023-04-11,3,Back,Back
John Collins (Martin),concussion protocols,2023-02-23,2023-02-26,3,Head,Head
John Collins (Martin),sprained left ankle,2022-12-01,2022-12-19,18,Ankle,Ankle
John Collins (Martin),strained right foot,2022-03-13,2022-04-17,35,Foot,Unknown
John Henson,sprained right finger,2018-03-30,2018-04-01,2,Hand/Finger,Hand/Finger
John Henson,sore left Achilles,2015-11-04,2015-11-06,2,Ankle,Ankle
John Henson,sprained left foot,2014-12-13,2014-12-26,13,Foot,Unknown
John Henson,sprained right wrist,2014-02-01,2014-02-05,4,Wrist,Wrist
John Henson,eye procedure,2017-11-22,2017-11-25,3,Head,Head
John Henson,sore lower back,2020-01-18,2020-01-23,5,Back,Back
John Henson,strained right hamstring,2019-10-28,2019-12-03,36,Hamstring,Soft Tissue Injury
John Henson,sprained right ankle,2019-10-23,2019-10-26,3,Ankle,Ankle
John Henson,sore right hamstring,2018-02-13,2018-02-23,10,Hamstring,Soft Tissue Injury
John Henson,sprained left thumb,2017-03-31,2017-04-10,10,Unknown,Unknown
John Holland,placed on IL,2016-04-16,2016-04-19,3,Unknown,Unknown
John Holland,placed on IL,2017-10-17,2017-11-22,36,Unknown,Unknown
John Holland,placed on IL,2017-12-04,2018-02-09,67,Unknown,Unknown
John Jenkins,placed on IL,2014-12-23,2015-01-21,29,Unknown,Unknown
John Jenkins,placed on IL,2016-01-22,2016-01-24,2,Unknown,Unknown
John Jenkins,placed on IL,2016-01-29,2016-01-31,2,Unknown,Unknown
John Jenkins,concussion,2015-12-16,2015-12-18,2,Head,Head
John Jenkins,placed on IL,2015-11-20,2015-11-24,4,Unknown,Unknown
John Jenkins,placed on IL,2014-11-21,2014-11-26,5,Unknown,Unknown
John Jenkins,placed on IL,2016-02-05,2016-02-19,14,Unknown,Unknown
John Jenkins,strained abdominal,2016-10-26,2016-10-31,5,Unknown,Unknown
John Jenkins,placed on IL,2016-11-02,2016-11-08,6,Unknown,Unknown
John Jenkins,placed on IL,2016-11-16,2016-11-18,2,Unknown,Unknown
John Jenkins,placed on IL,2015-11-16,2015-11-18,2,Unknown,Unknown
John Jenkins,placed on IL,2015-11-13,2015-11-14,1,Unknown,Unknown
John Jenkins,placed on IL,2015-11-10,2015-11-11,1,Unknown,Unknown
John Jenkins,placed on IL,2015-11-03,2015-11-05,2,Unknown,Unknown
John Jenkins,placed on IL,2016-01-18,2016-01-20,2,Unknown,Unknown
John Jenkins,illness,2015-04-08,2015-04-10,2,Unknown,General Ailments
John Jenkins,placed on IL,2016-01-08,2016-01-17,9,Unknown,Unknown
John Jenkins,placed on IL,2014-10-29,2014-11-12,14,Unknown,Unknown
John Jenkins,placed on IL,2014-11-28,2014-12-10,12,Unknown,Unknown
John Konchar,shoulder injury,2022-10-27,2022-10-29,2,Shoulder,Shoulder
John Konchar,illness,2023-01-14,2023-01-18,4,Unknown,General Ailments
John Konchar,concussion protocols,2023-01-24,2023-02-02,9,Head,Head
John Konchar,left hip injury,2023-03-31,2023-04-02,2,Hip,Unknown
John Konchar,sprained left ankle,2022-02-28,2022-03-03,3,Ankle,Ankle
John Lucas III,placed on IL,2016-12-06,2016-12-09,3,Unknown,Unknown
John Lucas III,placed on IL,2016-12-13,2017-01-06,24,Unknown,Unknown
John Lucas III,ankle injury,2014-03-12,2014-03-16,4,Ankle,Ankle
John Lucas III,placed on IL,2016-10-26,2016-11-30,35,Unknown,Unknown
John Wall (Hildred),placed on IL,2022-10-22,2022-10-23,1,Unknown,Unknown
John Wall (Hildred),placed on IL,2022-11-07,2022-11-09,2,Unknown,Unknown
John Wall (Hildred),left knee injury,2022-11-29,2022-11-30,1,Knee,Knee
John Wall (Hildred),left knee injury,2022-12-07,2022-12-07,0,Knee,Knee
John Wall (Hildred),left knee injury,2022-12-14,2022-12-15,1,Knee,Knee
John Wall (Hildred),placed on IL,2022-10-31,2022-11-02,2,Unknown,Unknown
John Wall (Hildred),placed on IL for rest,2015-04-08,2015-04-12,4,Unknown,Unknown
John Wall (Hildred),fractured left hand/wrist,2015-05-05,2015-05-13,8,Wrist,Wrist
John Wall (Hildred),left Achilles injury,2021-04-08,2021-04-10,2,Ankle,Ankle
John Wall (Hildred),placed on IL for rest,2016-11-05,2016-11-07,2,Unknown,Unknown
John Wall (Hildred),left knee injury,2021-03-31,2021-04-04,4,Knee,Knee
John Wall (Hildred),bruised left knee,2021-03-11,2021-03-16,5,Knee,Knee
John Wall (Hildred),left Achilles injury,2021-02-02,2021-02-04,2,Ankle,Ankle
John Wall (Hildred),sore left knee,2021-01-18,2021-01-23,5,Knee,Knee
John Wall (Hildred),placed on IL for rest,2018-04-11,2018-04-14,3,Unknown,Unknown
John Wall (Hildred),placed on IL for rest,2018-04-06,2018-04-10,4,Unknown,Unknown
John Wall (Hildred),sore left knee,2018-01-27,2018-03-31,63,Knee,Knee
John Wall (Hildred),sore left knee / left knee inflammation,2017-11-25,2017-12-13,18,Knee,Knee
John Wall (Hildred),sprained left shoulder,2017-11-05,2017-11-07,2,Shoulder,Shoulder
John Wall (Hildred),placed on IL for rest,2016-11-12,2017-04-12,151,Unknown,Unknown
John Wall (Hildred),placed on IL,2022-12-23,2022-12-26,3,Unknown,Unknown
John Wall (Hildred),left knee injury,2022-12-27,2022-12-29,2,Knee,Knee
Johnathan Motley,placed on IL,2018-01-29,2018-02-03,5,Unknown,Unknown
Johnathan Motley,placed on IL,2018-02-23,2018-03-11,16,Unknown,Unknown
Johnathan Motley,placed on IL,2018-03-16,2018-03-17,1,Unknown,Unknown
Johnathan Motley,placed on IL,2018-03-22,2018-03-27,5,Unknown,Unknown
Johnathan Motley,placed on IL,2017-10-18,2017-12-08,51,Unknown,Unknown
Johnathan Motley,placed on IL,2017-12-20,2018-01-24,35,Unknown,Unknown
Johnny Davis,right groin injury,2022-11-25,2022-11-28,3,Groin,Groin
Johnny Juzang,right wrist injury,2022-11-23,2022-12-20,27,Wrist,Wrist
Johnny O'Bryant III,sprained MCL in right knee,2014-10-29,2014-12-13,45,Knee,Knee
Johnny O'Bryant III,sprained right ankle,2017-03-24,2017-04-10,17,Ankle,Ankle
Jon Leuer,placed on IL,2019-02-08,2019-02-22,14,Unknown,Unknown
Jon Leuer,placed on IL,2019-03-02,2019-03-03,1,Unknown,Unknown
Jon Leuer,placed on IL,2018-10-20,2018-10-23,3,Unknown,Unknown
Jon Leuer,illness,2019-01-18,2019-01-19,1,Unknown,General Ailments
Jon Leuer,sprained left ankle,2017-11-03,2017-11-15,12,Ankle,Ankle
