Player,Injury,Start Date,Return Date,Days Missed,Standardized Injury
Jack Cooley,placed on IL,2018-03-11,2018-03-31,20,placed on IL
Jack White,placed on IL with NBA health and safety protocols,2023-03-27,2023-03-31,4,placed on IL with NBA health and safety protocols
Jacob Evans,placed on IL with left foot injury,2018-12-22,2018-12-27,5,placed on IL with left forearm injury
Jacob Evans,placed on IL,2018-11-08,2018-11-10,2,placed on IL
Jacob Evans,placed on IL with concussion,2020-01-16,2020-01-22,6,placed on IL with eye contusion
Jacob Evans,placed on IL with strained left adductor,2019-10-30,2019-12-09,40,placed on IL with strained left adductor
Jacob Evans,placed on IL,2019-01-18,2019-02-23,36,placed on IL
Jacob Evans,placed on IL,2019-01-11,2019-01-13,2,placed on IL
Jacob Evans,placed on IL,2018-12-31,2019-01-03,3,placed on IL
Jacob Pullen,placed on IL,2017-12-12,2017-12-18,6,placed on IL
Jacob Pullen,placed on IL,2017-11-27,2017-11-30,3,placed on IL
Jacob Pullen,placed on IL,2017-10-18,2017-11-25,38,placed on IL
Jacob Pullen,placed on IL,2017-12-28,2017-12-30,2,placed on IL
Jacob Wiley / Jake Wiley,placed on IL,2017-10-18,2017-10-29,11,placed on IL
Jacob Wiley / Jake Wiley,placed on IL,2017-11-14,2018-01-03,50,placed on IL
Jaden Ivey,placed on IL with NBA health and safety protocols,2023-03-10,2023-03-16,6,placed on IL with NBA health and safety protocols
Jaden Ivey,placed on IL with sore right knee,2022-11-27,2022-12-01,4,placed on IL with sore right ankle/heel
Jaden McDaniels,placed on IL with flu,2021-11-29,2021-12-06,7,placed on IL with flu
Jaden McDaniels,placed on IL with sprained left ankle,2022-03-15,2022-04-04,20,placed on IL with strained left calf (P)
Jaden McDaniels,placed on IL with illness,2022-11-27,2022-12-03,6,placed on IL with illness
Jaden Springer,placed on IL,2021-11-11,2021-11-13,2,placed on IL
Jaden Springer,placed on IL with concussion,2021-12-13,2021-12-22,9,placed on IL with eye contusion
Jaden Springer,placed on IL,2021-10-26,2021-11-06,11,placed on IL
Jaden Springer,placed on IL with NBA health and safety protocols,2022-01-03,2022-01-11,8,placed on IL with NBA health and safety protocols
Jaden Springer,placed on IL with bruised right knee,2022-04-16,2022-04-18,2,placed on IL with bruised tibia in right leg
Jae Crowder,placed on IL with sore calf,2023-03-16,2023-03-27,11,placed on IL with sore foot
Jae Crowder,placed on IL with NBA health and safety protocols,2021-12-26,2022-01-07,12,placed on IL with NBA health and safety protocols
Jae Crowder,placed on IL with sore right knee,2020-01-26,2020-01-29,3,placed on IL with sore right ankle/heel
Jae Crowder,placed on IL with sore left ankle,2019-12-29,2020-01-02,4,placed on IL with surgery on left ankle
Jae Crowder,placed on IL with bruised right quadriceps,2019-04-03,2019-04-05,2,placed on IL with bruised left quadriceps
Jae Crowder,placed on IL with strained abdominal muscle,2014-03-11,2014-03-16,5,placed on IL with strained abdominal
Jae Crowder,placed on IL with sprained right ankle,2016-03-15,2016-03-31,16,placed on IL with right high ankle sprain
Jae Crowder,placed on IL with sprained left ankle,2016-11-03,2016-11-19,16,placed on IL with strained left calf (P)
Jae Crowder,placed on IL with left thumb injury,2018-12-29,2019-01-01,3,placed on IL with left wrist injury
Jae'Sean Tate,placed on IL with right ankle injury,2023-01-26,2023-01-28,2,placed on IL with ankle injury / rest
Jae'Sean Tate,placed on IL with right ankle injury,2023-03-03,2023-03-05,2,placed on IL with ankle injury / rest
Jae'Sean Tate,placed on IL with sore left ankle,2022-03-09,2022-03-12,3,placed on IL with surgery on left ankle
Jae'Sean Tate,placed on IL with NBA health and safety protocols,2021-12-27,2021-12-31,4,placed on IL with NBA health and safety protocols
Jae'Sean Tate,placed on IL with ankle injury,2022-10-19,2022-10-25,6,placed on IL with glute injury
Jahlil Okafor,placed on IL with upper respiratory infection,2017-10-28,2017-10-30,2,placed on IL with upper respiratory illness
Jahlil Okafor,placed on IL with sprained left ankle,2019-11-16,2019-11-17,1,placed on IL with strained left calf (P)
Jahlil Okafor,placed on IL with sprained left ankle,2019-03-04,2019-03-06,2,placed on IL with strained left calf (P)
Jahlil Okafor,placed on IL with sprained left ankle,2019-02-08,2019-02-12,4,placed on IL with strained left calf (P)
Jahlil Okafor,placed on IL,2018-11-16,2018-11-17,1,placed on IL
Jahlil Okafor,placed on IL,2018-11-07,2018-11-10,3,placed on IL
Jahlil Okafor,placed on IL with left knee injury,2021-02-02,2021-04-08,65,"placed on IL with left ankle, knee injuries"
Jahlil Okafor,placed on IL with NBA health and safety protocols,2021-04-30,2021-05-04,4,placed on IL with NBA health and safety protocols
Jahlil Okafor,placed on IL with sprained right ankle,2018-04-05,2018-04-07,2,placed on IL with right high ankle sprain
Jahlil Okafor,placed on IL with upper respiratory infection,2017-11-13,2017-11-22,9,placed on IL with upper respiratory illness
Jahlil Okafor,placed on IL with illness,2016-01-26,2016-01-30,4,placed on IL with illness
Jahmi'us Ramsey,placed on IL,2021-01-11,2021-01-13,2,placed on IL
Jahmi'us Ramsey,placed on IL with strained left groin,2021-01-14,2021-01-30,16,placed on IL with sore/strained left groin
Jahmi'us Ramsey,placed on IL with strained right hamstring,2021-03-19,2021-03-31,12,placed on IL with sore right groin/hamstring
Jake LaRavia,placed on IL with sore back,2023-02-28,2023-03-01,1,placed on IL with sore knee
Jake LaRavia,placed on IL with sore left foot,2022-11-30,2022-12-12,12,placed on IL with sore foot
Jake LaRavia,placed on IL with illness,2022-10-29,2022-11-02,4,placed on IL with illness
Jake Layman,placed on IL with toe injury,2019-11-20,2020-02-24,96,placed on IL with kidney stone
Jake Layman,placed on IL,2018-04-17,2018-04-19,2,placed on IL
Jakob Poeltl,placed on IL with tightness in lower back,2022-04-03,2022-04-04,1,placed on IL with stiffness in lower back
Jakob Poeltl,placed on IL with tightness in lower back,2022-04-08,2022-04-10,2,placed on IL with stiffness in lower back
Jakob Poeltl,placed on IL with sore lower back,2022-02-26,2022-02-27,1,placed on IL with sore lower back
Jakob Poeltl,placed on IL with concussion,2022-02-02,2022-02-04,2,placed on IL with eye contusion
Jakob Poeltl,placed on IL with sore lower back,2022-01-29,2022-01-31,2,placed on IL with sore lower back
Jakob Poeltl,placed on IL with NBA health and safety protocols,2021-11-03,2021-11-07,4,placed on IL with NBA health and safety protocols
Jakob Poeltl,placed on IL,2021-11-10,2021-11-18,8,placed on IL
Jakob Poeltl,placed on IL with sore right knee,2022-11-20,2022-11-23,3,placed on IL with sore right ankle/heel
Jakob Poeltl,placed on IL with sprained MCL in right knee,2020-03-02,2020-07-31,151,placed on IL with sprained MCL in right knee
Jakob Poeltl,placed on IL with left hamstring injury,2019-03-06,2019-03-10,4,placed on IL with left hamstring injury
Jakob Poeltl,placed on IL with back injury,2022-01-15,2022-01-16,1,placed on IL with elbow injury
Jakob Poeltl,placed on IL with sore lower back,2022-03-12,2022-03-13,1,placed on IL with sore lower back
Jalen Brunson,placed on IL with right hand injury,2023-04-05,2023-04-15,10,placed on IL with right adductor injury
Jalen Brunson,placed on IL with bruised right foot,2022-03-07,2022-03-09,2,placed on IL with bruised right knee
Jalen Brunson,placed on IL with bruised right thigh,2022-03-11,2022-03-13,2,placed on IL with bruised right shin
Jalen Brunson,placed on IL with sore right hip,2022-12-29,2023-01-02,4,placed on IL with sore right toe
Jalen Brunson,placed on IL with sore left foot,2023-03-05,2023-03-09,4,placed on IL with sore foot
Jalen Brunson,placed on IL with sprained right hand,2023-03-27,2023-03-29,2,placed on IL with sprained right ankle (DTD)
Jalen Brunson,placed on IL with left foot injury,2021-11-27,2021-11-29,2,placed on IL with left forearm injury
Jalen Brunson,placed on IL with NBA health and safety protocols,2021-01-08,2021-01-18,10,placed on IL with NBA health and safety protocols
Jalen Duren,placed on IL with sprained left ankle,2022-10-31,2022-11-07,7,placed on IL with strained left calf (P)
Jalen Duren,placed on IL with sore right ankle,2023-01-10,2023-01-11,1,placed on IL with right high ankle sprain
Jalen Duren,placed on IL with sore ankle,2023-02-24,2023-03-09,13,placed on IL with sore knee
Jalen Green,placed on IL with bruised right calf,2023-01-27,2023-02-02,6,placed on IL with bruised right knee
Jalen Green,placed on IL with strained left hamstring,2021-11-26,2021-12-23,27,placed on IL with strained left adductor
Jalen Harris,placed on IL,2021-03-17,2021-03-22,5,placed on IL
Jalen Harris,placed on IL with right hip pointer,2021-03-28,2021-04-29,32,placed on IL with right hip pointer
Jalen Johnson,placed on IL with NBA health and safety protocols,2021-12-26,2022-01-07,12,placed on IL with NBA health and safety protocols
Jalen Johnson,placed on IL with sprained left ankle,2022-01-12,2022-01-15,3,placed on IL with strained left calf (P)
Jalen Johnson,placed on IL with strained left hamstring,2023-03-17,2023-03-31,14,placed on IL with strained left adductor
Jalen Johnson,placed on IL with concussion,2022-03-30,2022-04-04,5,placed on IL with eye contusion
Jalen Johnson,placed on IL with sore right ankle,2022-11-28,2022-12-02,4,placed on IL with right high ankle sprain
Jalen Jones,placed on IL,2018-04-01,2018-04-04,3,placed on IL
Jalen Jones,placed on IL,2018-02-23,2018-03-16,21,placed on IL
Jalen Jones,placed on IL,2017-10-30,2017-11-15,16,placed on IL
Jalen Jones,placed on IL,2018-03-24,2018-03-27,3,placed on IL
Jalen Jones,placed on IL,2018-01-24,2018-02-05,12,placed on IL
Jalen Jones,placed on IL,2018-01-13,2018-01-22,9,placed on IL
Jalen Jones,placed on IL,2017-11-22,2017-12-11,19,placed on IL
Jalen Lecque,placed on IL,2020-02-21,2020-08-04,165,placed on IL
Jalen Lecque,placed on IL,2020-02-07,2020-02-10,3,placed on IL
Jalen Lecque,placed on IL,2019-12-23,2020-01-14,22,placed on IL
Jalen Lecque,placed on IL,2019-10-23,2019-12-21,59,placed on IL
Jalen Lecque,placed on IL with sprained left ankle,2021-01-05,2021-01-17,12,placed on IL with strained left calf (P)
Jalen Lecque,placed on IL,2020-01-20,2020-02-02,13,placed on IL
Jalen McDaniels,placed on IL with NBA health and safety protocols,2021-12-04,2021-12-13,9,placed on IL with NBA health and safety protocols
Jalen McDaniels,placed on IL with sprained left ankle,2022-01-23,2022-03-08,44,placed on IL with strained left calf (P)
Jalen McDaniels,placed on IL,2021-01-27,2021-02-14,18,placed on IL
Jalen McDaniels,placed on IL with bruised right hip,2023-03-15,2023-03-25,10,placed on IL with bruised right shin
Jalen Smith,placed on IL with illness,2021-12-13,2021-12-16,3,placed on IL with illness
Jalen Smith,placed on IL with NBA health and safety protocols,2021-02-14,2021-02-15,1,placed on IL with NBA health and safety protocols
Jalen Smith,placed on IL with sprained left ankle,2020-12-31,2021-01-06,6,placed on IL with strained left calf (P)
Jalen Smith,placed on IL with NBA health and safety protocols,2021-01-07,2021-01-22,15,placed on IL with NBA health and safety protocols
Jalen Suggs,placed on IL with fractured right thumb,2021-11-30,2022-01-13,44,placed on IL with fractured left thumb
Jalen Suggs,placed on IL with sprained right ankle,2022-03-05,2022-03-09,4,placed on IL with right high ankle sprain
Jalen Suggs,placed on IL with right ankle injury,2022-03-15,2022-04-04,20,placed on IL with ankle injury / rest
Jalen Suggs,placed on IL with sprained right ankle,2022-10-22,2022-11-01,10,placed on IL with right high ankle sprain
Jalen Suggs,placed on IL with concussion protocols,2023-03-17,2023-03-26,9,placed on IL with concussion protocol
Jalen Suggs,placed on IL with sprained right ankle,2021-11-15,2021-11-17,2,placed on IL with right high ankle sprain
Jamaal Franklin,placed on IL,2014-04-19,2014-05-03,14,placed on IL
Jamaal Franklin,placed on IL,2014-02-28,2014-04-06,37,placed on IL
Jamal Crawford,placed on IL with bruised right calf,2015-03-08,2015-04-07,30,placed on IL with bruised right knee
Jamal Crawford,placed on IL with conditioning,2020-07-31,2020-08-04,4,placed on IL with conditioning
Jamal Murray,placed on IL with NBA health and safety protocols,2022-11-18,2022-11-22,4,placed on IL with NBA health and safety protocols
Jamal Murray,placed on IL with sore right knee,2021-04-06,2021-04-12,6,placed on IL with sore right ankle/heel
Jamal Murray,placed on IL with sore left knee,2021-02-06,2021-02-08,2,placed on IL with sore left/right knee
Jamal Murray,placed on IL with sprained left ankle,2020-01-16,2020-02-04,19,placed on IL with strained left calf (P)
Jamal Murray,placed on IL with sprained left ankle,2019-01-26,2019-02-06,11,placed on IL with strained left calf (P)
Jamal Murray,placed on IL with concussion,2018-01-17,2018-01-19,2,placed on IL with eye contusion
Jamal Murray,placed on IL with left hamstring injury,2020-08-01,2020-08-08,7,placed on IL with left hamstring injury
Jamal Murray,placed on IL with left knee injury,2022-12-28,2022-12-30,2,"placed on IL with left ankle, knee injuries"
Jamal Murray,placed on IL with left knee injury,2022-12-20,2022-12-23,3,"placed on IL with left ankle, knee injuries"
Jamal Murray,placed on IL with right knee inflammation,2023-02-07,2023-02-22,15,placed on IL with right knee inflammation
Jamal Murray,placed on IL with left knee injury,2023-01-25,2023-01-28,3,"placed on IL with left ankle, knee injuries"
Jamal Murray,placed on IL with sprained right thumb,2023-04-06,2023-04-08,2,placed on IL with sprained right big toe
Jameer Nelson,placed on IL,2018-03-20,2018-03-29,9,placed on IL
Jameer Nelson,placed on IL with left ankle injury,2017-12-11,2017-12-13,2,"placed on IL with left ankle, knee injuries"
Jameer Nelson,placed on IL with sore/sprained left wrist,2016-02-01,2016-02-29,28,placed on IL with sore/sprained left wrist
Jameer Nelson,placed on IL with hip injury,2016-01-10,2016-01-13,3,placed on IL with hip injury (P)
Jameer Nelson,placed on IL with Achilles injury,2015-02-09,2015-02-20,11,placed on IL with Achilles injury
Jameer Nelson,placed on IL with sprained right ankle,2015-01-05,2015-01-16,11,placed on IL with right high ankle sprain
Jameer Nelson,placed on IL with back spasms,2014-11-26,2014-11-28,2,placed on IL with back spasms
Jameer Nelson,placed on IL with illness,2014-03-05,2014-03-08,3,placed on IL with illness
Jameer Nelson,placed on IL with sprained right wrist,2016-01-21,2016-01-28,7,placed on IL with sprained right wrist
Jamel Artis,placed on IL,2017-10-18,2017-12-13,56,placed on IL
Jamel Artis,placed on IL,2017-12-26,2018-03-22,86,placed on IL
James Bouknight,placed on IL with sore neck,2022-02-28,2022-03-15,15,placed on IL with sore knee
James Bouknight,placed on IL with sprained right wrist,2022-02-07,2022-02-11,4,placed on IL with sprained right wrist
James Ennis III,placed on IL with bruised right quadriceps (out for season),2019-04-04,2019-04-15,11,placed on IL with bruised right quadriceps (out for season)
James Ennis III,placed on IL with illness,2020-01-03,2020-01-06,3,placed on IL with illness
James Ennis III,placed on IL,2015-12-08,2015-12-13,5,placed on IL
James Ennis III,placed on IL with bruised right quadriceps,2019-03-25,2019-03-30,5,placed on IL with bruised left quadriceps
James Ennis III,placed on IL with left calf injury,2019-01-16,2019-01-19,3,placed on IL with left forearm injury
James Ennis III,placed on IL with right calf injury,2021-04-18,2021-04-28,10,placed on IL with right adductor injury
James Ennis III,placed on IL with strained right hamstring,2018-12-12,2019-01-03,22,placed on IL with sore right groin/hamstring
James Ennis III,placed on IL with strained right hamstring,2018-10-26,2018-11-02,7,placed on IL with sore right groin/hamstring
James Ennis III,placed on IL with right calf injury,2018-01-29,2018-02-01,3,placed on IL with right adductor injury
James Ennis III,placed on IL,2015-12-26,2016-01-08,13,placed on IL
James Ennis III,placed on IL with right knee injury (out for season),2017-04-12,2017-04-22,10,placed on IL with right knee injury (out for season)
James Ennis III,placed on IL with right hamstring injury,2020-12-22,2021-01-05,14,placed on IL with right hamstring injury / knee injury
James Ennis III,placed on IL with right calf injury,2018-01-19,2018-01-20,1,placed on IL with right adductor injury
James Ennis III,placed on IL with left calf injury,2021-03-11,2021-03-21,10,placed on IL with left forearm injury
James Harden,placed on IL with left hamstring injury,2022-03-21,2022-03-22,1,placed on IL with left hamstring injury
James Harden,placed on IL with left thigh injury,2021-01-31,2021-02-01,1,placed on IL with left wrist injury
James Harden,placed on IL with sore right hand,2018-03-27,2018-03-30,3,placed on IL with sore right ankle/heel
James Harden,placed on IL with right hamstring injury,2021-04-01,2021-04-05,4,placed on IL with right hamstring injury / knee injury
James Harden,placed on IL with strained left hamstring,2018-01-03,2018-01-18,15,placed on IL with strained left adductor
James Harden,placed on IL with illness,2017-04-02,2017-04-05,3,placed on IL with illness
James Harden,placed on IL with strained right hamstring,2021-04-06,2021-05-12,36,placed on IL with sore right groin/hamstring
James Harden,placed on IL with tightness in right hamstring,2021-06-06,2021-06-15,9,placed on IL with tightness in right hamstring
James Harden,placed on IL with NBA health and safety protocols,2021-12-14,2021-12-23,9,placed on IL with NBA health and safety protocols
James Harden,placed on IL with hyperextended left knee,2022-01-10,2022-01-12,2,placed on IL with hyperextended left knee
James Harden,placed on IL with tightness in left hamstring,2022-02-10,2022-02-24,14,placed on IL with tightness in right hamstring
James Harden,placed on IL with left hamstring injury,2022-03-05,2022-03-06,1,placed on IL with left hamstring injury
James Harden,placed on IL with strained left hamstring,2018-10-26,2018-11-03,8,placed on IL with strained left adductor
James Harden,placed on IL with bruised left thigh,2020-01-26,2020-01-29,3,placed on IL with bruised left shin
James Harden,placed on IL with cervical strain,2019-02-23,2019-02-25,2,placed on IL with cervical strain
James Harden,placed on IL with strained tendon in right foot,2023-01-21,2023-01-25,4,placed on IL with strained tendon in right foot
James Harden,placed on IL with strained tendon in right foot,2022-11-03,2022-12-05,32,placed on IL with strained tendon in right foot
James Harden,placed on IL with left Achilles injury,2023-04-07,2023-04-15,8,placed on IL with Achilles injury
James Harden,placed on IL with left hamstring injury,2022-04-10,2022-04-15,5,placed on IL with left hamstring injury
James Harden,placed on IL with sore left Achilles,2023-03-22,2023-03-29,7,placed on IL with sore left Achilles
James Harden,placed on IL with sore left foot,2023-03-18,2023-03-19,1,placed on IL with sore foot
James Johnson,placed on IL with right elbow injury,2022-12-05,2022-12-07,2,placed on IL with elbow injury
James Johnson,placed on IL with sprained right ankle,2014-11-21,2014-11-24,3,placed on IL with right high ankle sprain
James Johnson,placed on IL with right hamstring injury,2015-01-30,2015-02-06,7,placed on IL with right hamstring injury / knee injury
James Johnson,placed on IL with sore left Achilles,2015-12-02,2015-12-03,1,placed on IL with sore left Achilles
James Johnson,placed on IL with sprained left ankle,2016-02-02,2016-02-19,17,placed on IL with strained left calf (P)
James Johnson,placed on IL with left Achilles injury,2016-03-18,2016-03-20,2,placed on IL with Achilles injury
James Johnson,placed on IL,2016-04-07,2016-04-08,1,placed on IL
James Johnson,placed on IL with sports hernia,2018-10-17,2018-11-18,32,placed on IL with hernia
James Johnson,placed on IL with sprained left ankle,2018-04-04,2018-04-06,2,placed on IL with strained left calf (P)
James Johnson,placed on IL for conditioning,2019-10-23,2019-10-31,8,placed on IL for conditioning
James Johnson,placed on IL with illness,2019-11-12,2019-11-14,2,placed on IL with illness
James Johnson,placed on IL with NBA health and safety protocols,2021-03-16,2021-03-23,7,placed on IL with NBA health and safety protocols
James Johnson,placed on IL with NBA health and safety protocols,2021-03-26,2021-03-27,1,placed on IL with NBA health and safety protocols
James Johnson,placed on IL with strained right adductor,2021-04-20,2021-04-28,8,placed on IL with sore right adductor
James Johnson,placed on IL with NBA health and safety protocols,2021-12-14,2021-12-24,10,placed on IL with NBA health and safety protocols
James Johnson,placed on IL with illness,2022-01-15,2022-01-18,3,placed on IL with illness
James Johnson,placed on IL with illness,2022-04-04,2022-04-07,3,placed on IL with illness
James Johnson,placed on IL with sprained left shoulder,2019-02-23,2019-03-02,7,placed on IL with sprained/strained left shoulder
James Jones (Andrew),placed on IL,2014-02-12,2014-02-23,11,placed on IL
James Jones (Andrew),placed on IL,2014-01-26,2014-02-11,16,placed on IL
James Jones (Andrew),placed on IL,2014-03-01,2014-03-18,17,placed on IL
James Jones (Andrew),placed on IL,2014-01-02,2014-01-04,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-10-30,2017-11-11,12,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-10-23,2017-10-28,5,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2015-11-24,2015-11-28,4,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-11-10,2016-11-18,8,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-10-25,2016-10-30,5,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-06-02,2016-06-13,11,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2015-04-07,2015-04-15,8,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-04-16,2016-04-18,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-04-07,2016-04-09,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-11-19,2016-11-21,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL with flu,2015-04-23,2015-05-03,10,placed on IL with flu
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-12-02,2017-12-07,5,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-11-15,2017-11-29,14,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2015-02-20,2015-03-13,21,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2015-03-14,2015-03-16,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2015-03-23,2015-03-24,1,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2015-04-04,2015-04-05,1,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-12-28,2018-01-05,8,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-11-23,2016-11-25,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-05-09,2016-05-26,17,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-12-03,2016-12-05,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-10-18,2017-10-21,3,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-01-18,2017-01-20,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-01-12,2017-01-16,4,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2017-01-04,2017-01-10,6,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-12-23,2016-12-30,7,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-12-20,2016-12-22,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-11-28,2016-12-01,3,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL with sprained toe on left foot,2016-01-13,2016-03-01,48,placed on IL with sprained left foot
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-12-08,2016-12-10,2,placed on IL
James Michael McAdoo / James McAdoo (Michael),placed on IL,2016-12-13,2016-12-15,2,placed on IL
James Webb III,placed on IL,2018-02-26,2018-04-05,38,placed on IL
James Webb III,placed on IL,2018-01-17,2018-01-27,10,placed on IL
James Wiseman,placed on IL with sprained left ankle,2023-01-07,2023-01-25,18,placed on IL with strained left calf (P)
James Wiseman,placed on IL with NBA health and safety protocols,2021-03-17,2021-03-23,6,placed on IL with NBA health and safety protocols
James Young,placed on IL,2014-11-23,2014-11-30,7,placed on IL
James Young,placed on IL,2015-10-28,2015-11-10,13,placed on IL
James Young,placed on IL,2015-11-13,2015-11-22,9,placed on IL
James Young,placed on IL,2015-03-25,2015-04-15,21,placed on IL
James Young,placed on IL,2016-01-24,2016-01-25,1,placed on IL
James Young,placed on IL with bruised tailbone / sore lower back,2017-03-08,2017-03-12,4,placed on IL with bruised tailbone / sore lower back
James Young,placed on IL,2017-01-07,2017-01-21,14,placed on IL
James Young,placed on IL,2016-12-27,2016-12-29,2,placed on IL
James Young,placed on IL with dislocated right shoulder,2014-12-12,2015-01-05,24,placed on IL with dislocated right shoulder
James Young,placed on IL,2016-12-20,2016-12-22,2,placed on IL
James Young,placed on IL with illness,2016-12-05,2016-12-09,4,placed on IL with illness
James Young,placed on IL,2015-03-18,2015-03-22,4,placed on IL
James Young,placed on IL,2016-04-08,2016-04-09,1,placed on IL
James Young,placed on IL,2016-03-31,2016-04-06,6,placed on IL
James Young,placed on IL with strained calf,2016-02-25,2016-03-04,8,placed on IL with strained left calf (P)
James Young,placed on IL,2016-02-07,2016-02-19,12,placed on IL
James Young,placed on IL,2015-01-07,2015-01-09,2,placed on IL
James Young,placed on IL with illness,2015-01-19,2015-01-23,4,placed on IL with illness
James Young,placed on IL,2016-04-13,2016-04-19,6,placed on IL
James Young,placed on IL,2018-02-02,2018-03-21,47,placed on IL
James Young,placed on IL,2017-05-19,2017-05-21,2,placed on IL
Jamil Wilson,placed on IL with lower back spasms,2017-10-19,2017-11-17,29,placed on IL with back spasms
Jamorko Pickett,placed on IL with toe injury,2022-01-30,2022-02-08,9,placed on IL with kidney stone
Jannero Pargo,placed on IL with back injury,2014-12-26,2015-02-03,39,placed on IL with elbow injury
Jared Butler,placed on IL with sprained right ankle,2022-02-24,2022-03-04,8,placed on IL with right high ankle sprain
Jared Butler,placed on IL with NBA health and safety protocols,2022-01-10,2022-01-18,8,placed on IL with NBA health and safety protocols
Jared Butler,placed on IL with sore right knee,2021-12-14,2021-12-17,3,placed on IL with sore right ankle/heel
Jared Cunningham,placed on IL,2014-01-03,2014-01-25,22,placed on IL
Jared Dudley,placed on IL with sprained right knee,2017-11-11,2017-11-24,13,placed on IL with sprained right ankle (DTD)
Jared Dudley,placed on IL with flu,2017-01-24,2017-01-26,2,placed on IL with flu
Jared Dudley,placed on IL with right calf injury,2019-04-15,2019-04-18,3,placed on IL with right adductor injury
Jared Dudley,placed on IL recovering from surgery to repair ligament and bone in toe,2017-10-18,2017-10-23,5,placed on IL recovering from surgery to repair ligament and bone in toe
Jared Dudley,placed on IL with right calf injury,2021-01-10,2021-02-12,33,placed on IL with right adductor injury
Jared Dudley,placed on IL with left hamstring injury,2019-01-11,2019-02-21,41,placed on IL with left hamstring injury
Jared Dudley,placed on IL with right knee injury,2021-03-12,2021-05-16,65,placed on IL with meniscus injury in right knee
Jared Dudley,placed on IL with illness,2018-01-02,2018-01-07,5,placed on IL with illness
Jared Dudley,placed on IL with illness,2017-02-01,2017-02-06,5,placed on IL with illness
Jared Harper,placed on IL,2020-02-07,2020-02-21,14,placed on IL
Jared Harper,placed on IL,2019-10-28,2020-02-02,97,placed on IL
Jared Harper,placed on IL,2021-12-26,2021-12-26,0,placed on IL
Jared Sullinger,placed on IL recovering from surgery on left foot to insert screw to repair stress fracture,2016-10-26,2017-01-18,84,placed on IL recovering from surgery on left foot to insert screw to repair stress fracture
Jared Sullinger,placed on IL with stress fracture in left foot,2015-02-20,2015-04-03,42,placed on IL with stress fracture in left foot
Jarell Eddie,placed on IL,2016-03-29,2016-04-01,3,placed on IL
Jarell Eddie,placed on IL,2016-03-05,2016-03-08,3,placed on IL
Jarell Eddie,placed on IL,2018-01-21,2018-01-23,2,placed on IL
Jarell Eddie,placed on IL,2016-03-19,2016-03-27,8,placed on IL
Jarell Eddie,placed on IL,2015-03-09,2015-03-13,4,placed on IL
Jarell Eddie,placed on IL,2016-02-28,2016-02-29,1,placed on IL
Jarell Eddie,placed on IL,2016-03-02,2016-03-04,2,placed on IL
Jarell Eddie,placed on IL,2016-03-14,2016-03-17,3,placed on IL
Jarell Martin,placed on IL recovering from surgery on left foot to repair fracture,2015-10-28,2015-12-13,46,placed on IL recovering from surgery on lower left leg to repair stress fracture
Jarell Martin,placed on IL,2016-02-05,2016-02-10,5,placed on IL
Jarell Martin,placed on IL,2017-01-27,2017-03-31,63,placed on IL
Jarell Martin,placed on IL,2017-04-07,2017-04-09,2,placed on IL
Jaren Jackson Jr.,placed on IL with calf injury,2023-03-29,2023-03-30,1,placed on IL with glute injury
Jaren Jackson Jr.,placed on IL with sore left elbow,2023-04-09,2023-04-16,7,placed on IL with sore left forearm
