Player,Injury,Start Date,Return Date,Days Missed,Injury Category
Josh Richardson,right hip flexor injury,2019-11-20,2019-11-23,3,Hip
Josh Richardson,NBA health and safety protocols,2021-01-08,2021-01-27,19,Unknown
Josh Richardson,strained left hamstring,2020-01-25,2020-02-07,13,Hamstring
Josh Richardson,tightness in right hamstring,2021-04-24,2021-04-29,5,Hamstring
Josh Richardson,right knee injury,2021-11-13,2021-11-15,2,Knee
Josh Richardson,bruised left foot,2021-11-04,2021-11-06,2,Foot
Josh Richardson,illness,2021-11-22,2021-11-27,5,Unknown
Josh Richardson,NBA health and safety protocols,2021-12-10,2021-12-15,5,Unknown
Josh Richardson,NBA health and safety protocols,2021-12-19,2021-12-28,9,Unknown
Josh Richardson,sore right shoulder,2022-02-25,2022-02-26,1,Shoulder
Josh Richardson,left calf injury,2022-03-18,2022-03-20,2,Calf
Josh Richardson,tightness in lower back,2022-10-30,2022-11-02,3,Back
Josh Richardson,sore right ankle,2022-11-23,2022-12-08,15,Ankle
Josh Richardson,sore left/right knee,2023-01-26,2023-02-01,6,Knee
Josh Richardson,migraine headache,2021-10-20,2021-10-22,2,Unknown
Joshua Primo,sore right wrist,2022-02-25,2022-02-26,1,Wrist
Joshua Primo,stomach illness,2022-03-09,2022-03-12,3,Unknown
Jrue Holiday,NBA health and safety protocols,2021-02-08,2021-02-28,20,Unknown
Jrue Holiday,sprained left ankle,2022-04-01,2022-04-02,1,Ankle
Jrue Holiday,sprained right ankle,2022-11-09,2022-11-18,9,Ankle
Jrue Holiday,placed on IL,2022-12-03,2022-12-05,2,Unknown
Jrue Holiday,illness,2022-12-13,2022-12-17,4,Unknown
Jrue Holiday,illness,2022-12-28,2023-01-03,6,Unknown
Jrue Holiday,sore neck,2023-03-07,2023-03-09,2,Neck
Jrue Holiday,sore left ankle,2022-01-12,2022-01-19,7,Ankle
Jrue Holiday,left elbow injury,2020-01-13,2020-01-20,7,Elbow
Jrue Holiday,sore left ankle,2022-03-25,2022-03-28,3,Ankle
Jrue Holiday,sprained left knee,2019-10-26,2019-10-31,5,Knee
Jrue Holiday,stress reaction in right ankle,2015-01-14,2015-04-10,86,Ankle
Juan Toscano-Anderson,sprained right ankle,2022-12-11,2022-12-28,17,Ankle
Juan Toscano-Anderson,placed on IL,2022-11-18,2022-11-25,7,Unknown
Juan Toscano-Anderson,sore left ankle,2022-01-06,2022-01-09,3,Ankle
Juan Toscano-Anderson,left elbow injury,2021-04-09,2021-04-10,1,Elbow
Juancho Hernangomez / Juan Hernangomez,placed on IL,2018-02-27,2018-03-09,10,Unknown
Juancho Hernangomez / Juan Hernangomez,placed on IL,2018-03-11,2018-03-26,15,Unknown
Juancho Hernangomez / Juan Hernangomez,NBA health and safety protocols,2021-01-14,2021-02-01,18,Unknown
Juancho Hernangomez / Juan Hernangomez,NBA health and safety protocols,2021-12-17,2021-12-25,8,Unknown
Juancho Hernangomez / Juan Hernangomez,placed on IL,2018-01-16,2018-01-17,1,Unknown
Juancho Hernangomez / Juan Hernangomez,placed on IL,2017-12-26,2018-01-13,18,Unknown
Juancho Hernangomez / Juan Hernangomez,placed on IL,2017-12-15,2017-12-18,3,Unknown
Juancho Hernangomez / Juan Hernangomez,mononucleosis,2017-10-23,2017-11-11,19,Unknown
Juancho Hernangomez / Juan Hernangomez,placed on IL,2018-01-19,2018-01-22,3,Unknown
Julius Randle,sprained right ankle,2018-12-19,2018-12-21,2,Ankle
Julius Randle,sprained right ankle,2019-01-29,2019-02-06,8,Ankle
Julius Randle,left thigh injury,2021-03-27,2021-03-29,2,Unknown
Julius Randle,NBA health and safety protocols,2021-12-30,2022-01-04,5,Unknown
Julius Randle,right quadricep injury,2022-03-22,2022-03-27,5,Unknown
Julius Randle,sprained left ankle,2023-03-30,2023-04-15,16,Ankle
Julius Randle,pneumonia,2017-01-31,2017-02-02,2,Unknown
Julyan Stone,placed on IL,2017-12-13,2017-12-15,2,Unknown
Julyan Stone,placed on IL,2014-04-19,2014-04-27,8,Unknown
Julyan Stone,placed on IL,2017-12-04,2017-12-09,5,Unknown
Julyan Stone,placed on IL,2017-12-22,2018-02-28,68,Unknown
Julyan Stone,placed on IL,2014-04-13,2014-04-14,1,Unknown
Julyan Stone,placed on IL,2014-04-09,2014-04-11,2,Unknown
Julyan Stone,placed on IL,2014-03-21,2014-04-02,12,Unknown
Julyan Stone,placed on IL,2014-03-07,2014-03-14,7,Unknown
Julyan Stone,placed on IL,2014-02-23,2014-03-02,7,Unknown
Julyan Stone,strained left hamstring,2017-10-23,2017-11-29,37,Hamstring
Justin Anderson,placed on IL,2015-12-14,2015-12-16,2,Unknown
Justin Anderson,placed on IL,2015-12-18,2015-12-22,4,Unknown
Justin Anderson,placed on IL,2015-12-26,2015-12-28,2,Unknown
Justin Anderson,NBA health and safety protocols,2022-01-07,2022-01-11,4,Unknown
Justin Anderson,placed on IL,2015-12-09,2015-12-12,3,Unknown
Justin Anderson,placed on IL,2018-03-26,2018-03-30,4,Unknown
Justin Anderson,sprained right ankle,2018-02-14,2018-03-06,20,Ankle
Justin Anderson,placed on IL,2016-01-01,2016-01-02,1,Unknown
Justin Anderson,placed on IL,2016-01-05,2016-01-06,1,Unknown
Justin Anderson,placed on IL,2016-01-15,2016-01-18,3,Unknown
Justin Anderson,placed on IL,2015-11-01,2015-11-03,2,Unknown
Justin Anderson,shin splints in left leg,2017-11-22,2017-11-30,8,Unknown
Justin Anderson,shin splints in left leg,2017-12-02,2017-12-28,26,Unknown
Justin Anderson,shin splints,2017-12-30,2018-01-05,6,Unknown
Justin Champagnie,health and safety protocols,2021-12-28,2021-12-31,3,Unknown
Justin Champagnie,back injury,2022-11-09,2022-11-28,19,Back
Justin Hamilton (Anthony),placed on IL,2015-01-20,2015-01-21,1,Unknown
Justin Hamilton (Anthony),placed on IL,2014-03-21,2014-03-28,7,Unknown
Justin Hamilton (Anthony),illness,2017-03-03,2017-03-04,1,Unknown
Justin Hamilton (Anthony),placed on IL,2016-12-16,2016-12-18,2,Unknown
Justin Hamilton (Anthony),placed on IL,2016-12-12,2016-12-14,2,Unknown
Justin Hamilton (Anthony),concussion,2014-12-29,2015-01-08,10,Head
Justin Hamilton (Anthony),hip injury,2014-11-08,2014-11-16,8,Hip
Justin Hamilton (Anthony),placed on IL,2014-04-12,2014-04-14,2,Unknown
Justin Hamilton (Anthony),placed on IL,2014-03-14,2014-03-19,5,Unknown
Justin Holiday,placed on IL,2014-11-05,2014-11-08,3,Unknown
Justin Holiday,placed on IL,2014-11-09,2014-11-15,6,Unknown
Justin Holiday,placed on IL,2018-02-27,2018-03-07,8,Unknown
Justin Holiday,placed on IL,2016-01-20,2016-02-08,19,Unknown
Justin Holiday,placed on IL,2018-02-22,2018-02-26,4,Unknown
Justin Holiday,NBA health and safety protocols,2021-11-30,2021-12-15,15,Unknown
Justin Holiday,illness,2022-03-14,2022-03-15,1,Unknown
Justin Holiday,NBA health and safety protocols,2022-11-30,2022-12-05,5,Unknown
Justin Holiday,placed on IL,2016-01-05,2016-01-07,2,Unknown
Justin Jackson (Aaron),placed on IL,2017-12-02,2017-12-10,8,Unknown
Justin Jackson (Aaron),placed on IL not with team,2022-01-11,2022-01-14,3,Unknown
Justin Jackson (Aaron),sprained right ankle,2021-06-23,2021-06-25,2,Ankle
Justin Jackson (Aaron),placed on IL,2021-06-05,2021-06-07,2,Unknown
Justin Jackson (Aaron),NBA health and safety protocols,2021-12-24,2021-12-28,4,Unknown
Justin Jackson (Aaron),placed on IL,2021-05-07,2021-05-10,3,Unknown
Justin Jackson (Aaron),placed on IL,2021-04-30,2021-05-05,5,Unknown
Justin Jackson (Aaron),placed on IL,2021-04-22,2021-04-25,3,Unknown
Justin Jackson (Aaron),placed on IL,2021-05-22,2021-05-29,7,Unknown
Justin Patton,placed on IL f surgery on left foot to repair fracture,2017-10-18,2018-02-24,129,Foot
Justise Winslow,bruised right thigh,2019-03-17,2019-04-03,17,Unknown
Justise Winslow,concussion,2019-11-07,2019-11-27,20,Head
Justise Winslow,strained lower back,2019-12-10,2020-01-08,29,Back
Justise Winslow,left hip injury,2020-12-23,2021-02-20,59,Hip
Justise Winslow,left hip injury,2021-02-26,2021-02-28,2,Hip
Justise Winslow,right thigh injury,2021-03-29,2021-04-19,21,Unknown
Justise Winslow,NBA health and safety protocols,2022-01-09,2022-01-17,8,Unknown
Justise Winslow,sore right Achilles,2022-02-27,2022-03-16,17,Ankle
Justise Winslow,illness,2022-11-12,2022-11-15,3,Unknown
Justise Winslow,right hamstring injury,2018-10-17,2018-10-27,10,Hamstring
Justise Winslow,left hip injury,2021-03-15,2021-03-17,2,Hip
Justise Winslow,sprained left knee,2019-02-23,2019-02-27,4,Knee
Jusuf Nurkic,ankle injury / sore left knee,2016-01-15,2016-01-21,6,Ankle
Jusuf Nurkic,placed on IL,2015-11-20,2015-12-22,32,Unknown
Jusuf Nurkic,strained left calf,2023-02-02,2023-03-08,34,Calf
Jusuf Nurkic,placed on IL,2014-12-05,2014-12-10,5,Unknown
Jusuf Nurkic,bruised knee,2015-10-30,2015-11-18,19,Knee
Jusuf Nurkic,left calf injury,2023-01-25,2023-01-30,5,Calf
Jusuf Nurkic,placed on IL,2014-11-17,2014-11-19,2,Unknown
Jusuf Nurkic,illness,2022-12-30,2023-01-02,3,Unknown
Jusuf Nurkic,NBA health and safety protocols,2021-12-26,2022-01-03,8,Unknown
Jusuf Nurkic,right calf injury,2022-12-19,2022-12-21,2,Calf
Jusuf Nurkic,placed on IL,2020-02-11,2020-07-31,171,Unknown
Jusuf Nurkic,placed on IL,2019-10-23,2020-02-04,104,Unknown
Jusuf Nurkic,right ankle injury,2017-12-09,2017-12-15,6,Ankle
Jusuf Nurkic,fractured fibula in right leg,2017-04-06,2017-04-22,16,Unknown
Jusuf Nurkic,fractured fibula in right leg,2017-04-01,2017-04-04,3,Unknown
Jusuf Nurkic,illness,2016-03-28,2016-04-02,5,Unknown
Jusuf Nurkic,fractured right wrist,2021-01-16,2021-03-26,69,Wrist
Juwan Morgan,right heel injury,2021-05-06,2021-05-14,8,Unknown
Juwan Morgan,NBA health and safety protocols,2022-04-04,2022-04-07,3,Unknown
Juwan Morgan,NBA health and safety protocols,2021-01-05,2021-01-19,14,Unknown
Juwan Morgan,left calf injury,2021-03-29,2021-04-10,12,Calf
Juwan Morgan,sore right knee,2020-08-08,2020-08-12,4,Knee
Juwan Morgan,placed on IL,2019-11-29,2019-12-04,5,Unknown
K.J. McDaniels,placed on IL,2016-01-10,2016-01-15,5,Unknown
K.J. McDaniels,placed on IL,2017-02-24,2017-02-25,1,Unknown
K.J. McDaniels,placed on IL,2015-11-11,2015-11-16,5,Unknown
K.J. McDaniels,placed on IL,2015-12-05,2015-12-12,7,Unknown
K.Z. Okpala,left Achilles injury,2019-10-31,2019-12-10,40,Ankle
K.Z. Okpala,Achilles injury,2020-08-01,2020-08-03,2,Ankle
K.Z. Okpala,NBA health and safety protocols,2021-01-11,2021-01-16,5,Unknown
K.Z. Okpala,NBA health and safety protocols,2021-03-25,2021-04-13,19,Unknown
K.Z. Okpala,sprained right wrist,2021-12-29,2022-02-11,44,Wrist
Kadeem Allen,placed on IL,2019-02-22,2019-03-15,21,Unknown
Kadeem Allen,sore right knee,2019-10-23,2019-11-01,9,Knee
Kadeem Allen,placed on IL,2019-01-17,2019-01-28,11,Unknown
Kadeem Allen,placed on IL,2018-01-21,2018-01-31,10,Unknown
Kadeem Allen,placed on IL,2017-10-17,2017-12-10,54,Unknown
Kadeem Allen,placed on IL,2017-12-28,2018-01-18,21,Unknown
Kadeem Allen,placed on IL,2017-12-25,2017-12-27,2,Unknown
Kadeem Allen,placed on IL,2017-12-15,2017-12-21,6,Unknown
Kadeem Allen,placed on IL,2018-02-23,2018-03-11,16,Unknown
Kahlil Felder / Kay Felder,placed on IL,2018-02-12,2018-04-11,58,Unknown
Kahlil Felder / Kay Felder,placed on IL,2018-01-19,2018-02-05,17,Unknown
Kahlil Felder / Kay Felder,placed on IL,2016-11-18,2016-11-25,7,Unknown
Kahlil Felder / Kay Felder,placed on IL,2017-03-22,2017-03-27,5,Unknown
Kahlil Felder / Kay Felder,placed on IL,2017-03-01,2017-03-04,3,Unknown
Kahlil Felder / Kay Felder,placed on IL,2017-04-02,2017-04-10,8,Unknown
Kahlil Felder / Kay Felder,placed on IL,2016-12-05,2016-12-07,2,Unknown
Kahlil Felder / Kay Felder,concussion,2016-10-25,2016-10-29,4,Head
Kahlil Felder / Kay Felder,placed on IL,2016-11-01,2016-11-05,4,Unknown
Kahlil Felder / Kay Felder,placed on IL,2017-12-08,2017-12-11,3,Unknown
Kahlil Felder / Kay Felder,placed on IL,2017-03-14,2017-03-18,4,Unknown
Kai Jones,NBA health and safety protocols,2022-01-12,2022-01-14,2,Unknown
Kai Jones,placed on IL,2021-12-01,2021-12-05,4,Unknown
Kai Jones,player not with team,2021-12-23,2021-12-27,4,Unknown
Kai Jones,sprained left ankle,2023-02-11,2023-02-15,4,Ankle
Karim Mane,right hamstring injury,2021-04-07,2021-04-12,5,Hamstring
Karl-Anthony Towns,concussion,2019-02-22,2019-02-25,3,Head
Karl-Anthony Towns,strained right calf,2022-11-30,2023-03-22,112,Calf
Karl-Anthony Towns,NBA health and safety protocols,2021-12-23,2022-01-05,13,Unknown
Karl-Anthony Towns,COVID-19,2021-01-18,2021-02-10,23,Unknown
Karl-Anthony Towns,left wrist injury,2021-01-10,2021-01-13,3,Wrist
Karl-Anthony Towns,right knee inflammation,2019-03-10,2019-03-12,2,Knee
Karl-Anthony Towns,sprained left wrist,2020-12-27,2021-01-09,13,Wrist
Karl-Anthony Towns,sprained left knee,2019-12-20,2020-01-17,28,Knee
Kawhi Leonard,placed on IL,2018-12-22,2018-12-26,4,Unknown
Kawhi Leonard,placed on IL for rest,2017-12-20,2017-12-21,1,Unknown
Kawhi Leonard,infection in right eye,2014-10-28,2014-10-31,3,Head
Kawhi Leonard,bruised right hand,2014-12-10,2014-12-14,4,Hand/Finger
Kawhi Leonard,bruised right hand,2014-12-22,2015-01-16,25,Hand/Finger
Kawhi Leonard,right knee injury,2022-12-26,2022-12-27,1,Knee
Kawhi Leonard,sprained right ankle,2022-11-23,2022-12-05,12,Ankle
Kawhi Leonard,right knee injury,2022-12-08,2022-12-10,2,Knee
Kawhi Leonard,right knee injury,2022-10-25,2022-11-17,23,Knee
Kawhi Leonard,placed on IL for rest,2017-12-28,2017-12-30,2,Unknown
Kawhi Leonard,sore right foot,2021-04-20,2021-05-01,11,Foot
Kawhi Leonard,sore right foot,2021-04-11,2021-04-18,7,Foot
Kawhi Leonard,bruised left leg,2021-02-14,2021-02-19,5,Unknown
Kawhi Leonard,NBA health and safety protocols,2021-01-25,2021-01-29,4,Unknown
Kawhi Leonard,placed on IL,2020-01-22,2020-01-24,2,Unknown
Kawhi Leonard,right knee injury,2022-12-15,2022-12-17,2,Knee
Kawhi Leonard,placed on IL for rest,2018-01-03,2018-01-05,2,Unknown
Kawhi Leonard,placed on IL,2014-04-14,2014-04-16,2,Unknown
Kawhi Leonard,right knee injury,2023-01-18,2023-01-20,2,Knee
Kawhi Leonard,right hip injury,2018-12-11,2018-12-14,3,Hip
Kawhi Leonard,placed on IL,2018-11-21,2018-11-23,2,Unknown
Kawhi Leonard,placed on IL,2018-11-17,2018-11-20,3,Unknown
Kawhi Leonard,upper respiratory infection,2015-11-14,2015-11-16,2,Unknown
Kawhi Leonard,gastroenteritis,2015-12-07,2015-12-09,2,Unknown
Kawhi Leonard,bruised right quadriceps,2016-03-25,2016-03-30,5,Unknown
Kawhi Leonard,placed on IL for rest,2017-03-08,2017-03-09,1,Unknown
Kawhi Leonard,concussion,2017-03-11,2017-03-13,2,Head
Kawhi Leonard,sprained left ankle,2017-05-11,2017-05-14,3,Ankle
Kawhi Leonard,sprained left ankle,2017-05-16,2017-05-22,6,Ankle
Kawhi Leonard,rehab of right quadriceps,2017-10-17,2017-12-12,56,Unknown
Kawhi Leonard,placed on IL,2020-01-05,2020-01-10,5,Unknown
Kawhi Leonard,placed on IL for rest,2017-12-16,2017-12-18,2,Unknown
Kawhi Leonard,placed on IL,2018-10-29,2018-10-30,1,Unknown
Kawhi Leonard,placed on IL,2018-10-20,2018-10-22,2,Unknown
Kawhi Leonard,placed on IL,2022-10-22,2022-10-23,1,Unknown
Kawhi Leonard,partial tear in left shoulder,2018-01-07,2018-01-13,6,Shoulder
Kawhi Leonard,placed on IL,2019-01-06,2019-01-08,2,Unknown
Kawhi Leonard,placed on IL,2019-01-19,2019-01-23,4,Unknown
Kawhi Leonard,placed on IL,2019-10-30,2019-10-31,1,Unknown
Kawhi Leonard,placed on IL,2019-11-06,2019-11-07,1,Unknown
Kawhi Leonard,bruised left knee,2019-11-16,2019-11-20,4,Knee
Kawhi Leonard,fractured right hand,2014-01-24,2014-02-26,33,Hand/Finger
Kawhi Leonard,sore left ankle,2018-11-04,2018-11-07,3,Ankle
Kawhi Leonard,placed on IL,2019-12-14,2019-12-17,3,Unknown
Keegan Murray,sore lower back,2022-11-17,2022-11-20,3,Back
Keita Bates-Diop,conditioning,2022-02-02,2022-02-04,2,Unknown
Keita Bates-Diop,upper respiratory infection,2021-01-12,2021-01-21,9,Unknown
Keita Bates-Diop,illness,2019-12-11,2019-12-13,2,Unknown
Keita Bates-Diop,placed on IL,2019-10-23,2019-11-15,23,Unknown
Keita Bates-Diop,facial injury,2022-02-12,2022-02-14,2,Head
Keita Bates-Diop,NBA health and safety protocols,2022-01-25,2022-01-31,6,Unknown
Keita Bates-Diop,bruised lower back,2021-11-10,2021-11-14,4,Back
Keita Bates-Diop,strained right hamstring,2021-03-15,2021-04-11,27,Hamstring
Keita Bates-Diop,sprained right ankle,2021-12-04,2021-12-06,2,Ankle
Keita Bates-Diop,placed on IL,2021-01-01,2021-01-07,6,Unknown
Keita Bates-Diop,illness,2023-01-02,2023-01-06,4,Unknown
Keita Bates-Diop,sprained left foot,2022-12-08,2022-12-14,6,Foot
Keita Bates-Diop,sore lower back,2022-03-13,2022-03-23,10,Back
Keita Bates-Diop,sore lower back,2022-03-07,2022-03-12,5,Back
Keita Bates-Diop,placed on IL,2020-02-05,2020-02-08,3,Unknown
Kelan Martin,strained left hamstring,2021-10-19,2021-11-01,13,Hamstring
Kelan Martin,NBA health and safety protocols,2021-12-31,2022-01-06,6,Unknown
Keldon Johnson,sore left foot,2023-03-12,2023-03-15,3,Foot
Keldon Johnson,sore right knee,2022-04-08,2022-04-10,2,Knee
Keldon Johnson,sprained left foot,2023-03-02,2023-03-05,3,Foot
Keldon Johnson,left hamstring injury,2023-01-07,2023-01-11,4,Hamstring
Keldon Johnson,right hamstring injury,2022-12-19,2022-12-23,4,Hamstring
Keldon Johnson,sore left ankle,2022-11-17,2022-11-19,2,Ankle
Keldon Johnson,right calf injury,2022-11-02,2022-11-04,2,Calf
Keldon Johnson,NBA health and safety protocols,2022-01-06,2022-01-12,6,Unknown
Keldon Johnson,sprained right ankle,2021-12-09,2021-12-11,2,Ankle
Keldon Johnson,sprained right foot,2023-04-02,2023-04-06,4,Foot
Keldon Johnson,sore lower back,2022-02-26,2022-02-27,1,Back
Keldon Johnson,sore left foot,2023-03-26,2023-03-30,4,Foot
Keldon Johnson,conditioning,2021-03-01,2021-03-02,1,Unknown
Keljin Blevins,placed on IL,2021-02-09,2021-02-14,5,Unknown
Keljin Blevins,NBA health and safety protocols,2021-12-25,2022-01-02,8,Unknown
Keljin Blevins,placed on IL,2021-12-14,2021-12-15,1,Unknown
Keljin Blevins,placed on IL,2021-10-20,2021-11-30,41,Unknown
Keljin Blevins,NBA health and safety protocols,2021-04-21,2021-04-23,2,Unknown
Keljin Blevins,placed on IL,2021-03-31,2021-04-02,2,Unknown
Keljin Blevins,placed on IL,2021-03-16,2021-03-23,7,Unknown
Keljin Blevins,placed on IL,2021-01-24,2021-01-25,1,Unknown
Kelly Olynyk,bruised right knee,2020-09-04,2020-09-06,2,Knee
Kelly Olynyk,sprained left knee,2021-11-11,2022-01-19,69,Knee
Kelly Olynyk,NBA health and safety protocols,2022-01-22,2022-01-31,9,Unknown
Kelly Olynyk,sprained left ankle,2022-12-19,2022-12-28,9,Ankle
Kelly Olynyk,illness,2023-03-29,2023-03-31,2,Unknown
Kelly Olynyk,NBA health and safety protocols,2021-03-26,2021-03-27,1,Unknown
Kelly Olynyk,placed on IL  surgery on right shoulder,2016-10-26,2016-11-09,14,Shoulder
Kelly Olynyk,sore right shoulder,2016-04-19,2016-04-24,5,Shoulder
Kelly Olynyk,bruised right shoulder,2016-02-19,2016-03-16,26,Shoulder
Kelly Olynyk,sprained right ankle,2015-01-23,2015-03-04,40,Ankle
Kelly Oubre Jr.,placed on IL,2018-12-16,2018-12-19,3,Unknown
Kelly Oubre Jr.,concussion,2020-01-16,2020-01-20,4,Head
Kelly Oubre Jr.,sprained left wrist,2021-03-03,2021-03-10,7,Wrist
Kelly Oubre Jr.,sore left wrist,2021-04-10,2021-04-12,2,Wrist
Kelly Oubre Jr.,sprained left hand,2023-01-02,2023-02-23,52,Hand/Finger
Kelly Oubre Jr.,sprained left hand,2022-12-27,2022-12-29,2,Hand/Finger
Kelly Oubre Jr.,NBA health and safety protocols,2022-01-10,2022-01-19,9,Unknown
Kemba Walker,left knee injury,2021-02-03,2021-02-04,1,Knee
Kemba Walker,left knee injury,2021-01-25,2021-01-27,2,Knee
Kemba Walker,left knee injury,2020-12-23,2021-01-17,25,Knee
Kemba Walker,left knee injury,2020-08-12,2020-08-17,5,Knee
Kemba Walker,left knee injury,2021-02-17,2021-02-19,2,Knee
Kemba Walker,left knee injury,2021-02-24,2021-02-26,2,Knee
Kemba Walker,left knee injury,2021-03-17,2021-03-19,2,Knee
Kemba Walker,sore left knee,2020-02-21,2020-03-03,11,Knee
Kemba Walker,left knee injury,2021-02-12,2021-02-14,2,Knee
Kemba Walker,sore left knee,2020-01-18,2020-01-20,2,Knee
Kemba Walker,left knee injury,2021-03-22,2021-03-23,1,Knee
Kemba Walker,sore left knee,2022-01-02,2022-01-18,16,Knee
Kemba Walker,left knee injury,2022-12-25,2022-12-27,2,Knee
Kemba Walker,sore left knee,2022-02-07,2022-02-08,1,Knee
Kemba Walker,sore left knee,2022-01-23,2022-01-24,1,Knee
Kemba Walker,left knee injury,2015-01-19,2015-01-21,2,Knee
Kemba Walker,torn lateral meniscus in left knee,2015-01-24,2015-03-11,46,Knee
Kemba Walker,bruised left shoulder,2017-11-29,2017-12-04,5,Shoulder
Kemba Walker,sprained neck,2019-11-25,2019-11-27,2,Neck
Kemba Walker,illness,2020-01-03,2020-01-08,5,Unknown
Kemba Walker,sore left knee,2020-02-01,2020-02-07,6,Knee
Kemba Walker,cervical injury,2021-05-14,2021-05-18,4,Unknown
Kemba Walker,strained left oblique muscle,2021-04-27,2021-05-05,8,Unknown
Kemba Walker,left knee injury,2021-04-23,2021-04-25,2,Knee
Kemba Walker,illness,2021-04-19,2021-04-22,3,Unknown
Kemba Walker,left knee injury,2021-04-07,2021-04-09,2,Knee
Kemba Walker,left knee injury,2021-03-27,2021-03-29,2,Knee
Kendall Marshall,placed on IL,2015-12-05,2015-12-11,6,Unknown
Kendrick Nunn,throat,2020-08-12,2020-08-13,1,Unknown
Kendrick Nunn,NBA health and safety protocols,2021-01-11,2021-01-16,5,Unknown
Kendrick Nunn,left Achilles injury,2020-01-27,2020-02-01,5,Ankle
Kendrick Perkins,left groin injury,2014-02-23,2014-04-03,39,Groin
Kendrick Perkins,placed on IL,2018-04-15,2018-04-22,7,Unknown
Kendrick Perkins,strained right pectoral muscle,2015-11-06,2015-12-11,35,Unknown
Kenneth Faried,sore left knee,2019-03-26,2019-03-28,2,Knee
Kenneth Faried,sprained right ankle,2017-02-10,2017-02-23,13,Ankle
Kenneth Faried,sore back,2017-04-09,2017-04-11,2,Back
Kenneth Faried,sore left ankle,2018-01-22,2018-01-25,3,Ankle
Kenneth Faried,placed on IL,2018-03-26,2018-04-01,6,Unknown
Kenneth Faried,sore lower back,2017-01-02,2017-01-07,5,Back
Kenneth Faried,sprained left ankle,2015-11-27,2015-11-28,1,Ankle
Kenneth Faried,illness,2015-01-31,2015-02-03,3,Unknown
Kenneth Faried,sore lower back / back spasms,2017-02-26,2017-03-16,18,Back
Kenrich Williams,sprained right ankle,2021-11-28,2021-12-02,4,Ankle
Kenrich Williams,sprained right knee,2022-12-05,2022-12-17,12,Knee
Kenrich Williams,sore lower back,2020-01-11,2020-03-06,55,Back
Kenrich Williams,NBA health and safety protocols,2022-01-10,2022-01-20,10,Unknown
Kent Bazemore,bone bruise in right knee,2017-03-20,2017-03-29,9,Knee
Kent Bazemore,sprained right ankle,2018-12-31,2019-01-30,30,Ankle
Kent Bazemore,strained left adductor,2019-04-05,2019-04-07,2,Unknown
Kent Bazemore,NBA health and safety protocols,2021-04-23,2021-04-28,5,Unknown
Kent Bazemore,NBA health and safety protocols,2021-12-19,2021-12-30,11,Unknown
Kent Bazemore,sore right knee,2016-12-07,2016-12-13,6,Knee
Kent Bazemore,sprained ankle,2015-11-17,2015-11-27,10,Ankle
Kentavious Caldwell-Pope,sprained left ankle,2021-01-03,2021-01-10,7,Ankle
Kentavious Caldwell-Pope,bruised right foot,2020-08-09,2020-08-18,9,Foot
Kentavious Caldwell-Pope,strained right Achilles,2018-01-19,2018-01-23,4,Ankle
Kentavious Caldwell-Pope,strained rotator cuff in left shoulder / rest,2017-01-13,2017-01-23,10,Shoulder
Kentavious Caldwell-Pope,sprained right ankle,2023-02-05,2023-02-07,2,Ankle
Kentavious Caldwell-Pope,bruised right knee,2016-12-11,2016-12-14,3,Knee
Kentavious Caldwell-Pope,bruised left knee,2021-05-30,2021-06-01,2,Knee
Kentavious Caldwell-Pope,NBA health and safety protocols,2021-12-21,2021-12-30,9,Unknown
Kentavious Caldwell-Pope,ankle injury,2022-10-28,2022-10-30,2,Ankle
Kentavious Caldwell-Pope,sprained right wrist,2023-01-25,2023-01-28,3,Wrist
Kentavious Caldwell-Pope,illness,2023-04-06,2023-04-08,2,Unknown
Kenyon Martin Jr. / K.J. Martin,conditioning,2021-01-05,2021-01-08,3,Unknown
Kenyon Martin Jr. / K.J. Martin,NBA health and safety protocols,2021-12-27,2021-12-31,4,Unknown
Kenyon Martin Jr. / K.J. Martin,NBA health and safety protocols,2020-12-23,2021-01-03,11,Unknown
Kenyon Martin Sr.,sprained left ankle,2014-01-22,2014-01-28,6,Ankle
Keon Johnson,sprained right ankle,2023-02-06,2023-02-10,4,Ankle
Keon Johnson,sprained right ankle,2022-02-05,2022-02-23,18,Ankle
Keon Johnson,placed on IL,2021-11-05,2021-11-07,2,Unknown
Keon Johnson,illness,2021-10-20,2021-10-31,11,Unknown
Kessler Edwards,placed on IL,2021-12-03,2021-12-14,11,Unknown
Kessler Edwards,placed on IL,2021-10-22,2021-11-16,25,Unknown
Kessler Edwards,NBA health and safety protocols,2021-12-23,2021-12-31,8,Unknown
Kevin Durant,NBA health and safety protocols,2021-12-18,2021-12-29,11,Unknown
Kevin Durant,sprained right ankle,2019-03-13,2019-03-18,5,Ankle
Kevin Durant,flu,2019-04-09,2019-04-10,1,Unknown
Kevin Durant,strained right calf,2019-05-10,2019-06-10,31,Calf
Kevin Durant,NBA health and safety protocols,2021-01-04,2021-01-10,6,Unknown
Kevin Durant,NBA health and safety protocols,2021-02-06,2021-02-13,7,Unknown
Kevin Durant,sprained MCL in left knee,2022-01-16,2022-03-02,45,Knee
Kevin Durant,sprained MCL in right knee,2023-01-09,2023-02-28,50,Knee
Kevin Durant,placed on IL,2019-02-28,2019-03-02,2,Unknown
Kevin Durant,placed on IL,2022-01-13,2022-01-15,2,Unknown
