Player,Injury,Start Date,Return Date,Days Missed,Injury Category
Evan Turner,Strained Right Hamstring,2019-12-21,2019-12-27,6,Thigh
Evan Turner,Left Achilles Injury,2019-10-29,2019-11-16,18,Ankle
Evan Turner,Toe Injury,2018-04-19,2018-04-21,2,Foot/Toe
Evan Turner,Left Knee Injury,2019-03-09,2019-03-12,3,Knee
Evan Turner,Sore Left Knee,2019-02-23,2019-03-05,10,Knee
Facundo Campazzo,Sore Right Knee,2021-02-06,2021-02-08,2,Knee
Facundo Campazzo,Illness,2022-03-26,2022-03-28,2,General Illness
Festus Ezeli,Sprained Ankle,2014-12-25,2015-02-03,40,Ankle
Festus Ezeli,Sore Left Knee,2016-01-27,2016-04-03,67,Knee
Francisco Garcia,Back Injury,2014-04-12,2014-04-14,2,Back/Spine
Francisco Garcia,Left Knee Tendinitis,2014-01-18,2014-01-22,4,Knee
Frank Jackson,Sprained Left Ankle,2021-01-16,2021-01-20,4,Ankle
Frank Jackson,Back Spasms,2022-03-03,2022-03-24,21,Back/Spine
Frank Jackson,Unknown,2018-12-31,2019-01-02,2,Other/Unspecified
Frank Jackson,Illness,2021-02-09,2021-02-21,12,General Illness
Frank Jackson,Unknown,2018-12-05,2018-12-12,7,Other/Unspecified
Frank Jackson,Illness,2021-02-26,2021-03-10,12,General Illness
Frank Jackson,Sprained Right Ankle,2018-11-28,2018-12-02,4,Ankle
Frank Kaminsky,Migraine Headache,2023-03-24,2023-03-25,1,Head
Frank Kaminsky,Strained Right Foot,2016-10-26,2016-10-29,3,Foot/Toe
Frank Kaminsky,Sprained Right Ankle,2017-12-09,2017-12-11,2,Ankle
Frank Kaminsky,Sore Right Knee,2020-01-01,2020-07-31,212,Knee
Frank Kaminsky,Unknown,2020-12-22,2020-12-26,4,Other/Unspecified
Frank Kaminsky,Sore Right Knee / Stress Reaction In Right Knee,2021-11-17,2022-04-07,141,Knee
Frank Mason,Unknown,2019-10-24,2019-11-27,34,Other/Unspecified
Frank Mason,Bruised Right Heel,2018-01-02,2018-02-22,51,Foot/Toe
Frank Mason,Unknown,2019-12-02,2019-12-14,12,Other/Unspecified
Frank Mason,Unknown,2019-12-16,2019-12-22,6,Other/Unspecified
Frank Mason,Right Groin Injury,2021-02-12,2021-02-15,3,Hip/Groin
Frank Ntilikina,Sprained Left Ankle,2017-11-29,2017-12-03,4,Ankle
Frank Ntilikina,Sprained Right Knee,2020-12-30,2021-01-24,25,Knee
Frank Ntilikina,Sprained Left Ankle,2019-01-07,2019-01-13,6,Ankle
Frank Ntilikina,Groin Injury,2019-01-28,2019-03-22,53,Hip/Groin
Frank Ntilikina,Sprained Left Ankle,2017-10-21,2017-10-27,6,Ankle
Frank Ntilikina,Illness,2022-03-07,2022-03-11,4,General Illness
Frank Ntilikina,Strained Right Calf,2021-11-22,2021-12-03,11,Calf/Shin
Frank Ntilikina,Illness,2021-12-19,2021-12-20,1,General Illness
Frank Ntilikina,Illness,2022-01-23,2022-01-24,1,General Illness
Frank Ntilikina,Illness,2022-04-10,2022-04-25,15,General Illness
Frank Ntilikina,Ankle Injury,2022-10-19,2022-11-07,19,Ankle
Frank Ntilikina,Groin Injury,2020-02-24,2020-02-29,5,Hip/Groin
Frank Ntilikina,Knee Injury,2023-03-29,2023-04-02,4,Knee
Frank Ntilikina,Groin Injury,2020-01-12,2020-01-16,4,Hip/Groin
Frank Ntilikina,Groin Injury,2020-02-01,2020-02-03,2,Hip/Groin
Franz Wagner,Sprained Left Ankle,2022-04-03,2022-04-04,1,Ankle
Fred VanVleet,Sore Right Knee,2022-01-25,2022-01-29,4,Knee
Fred VanVleet,Left Thumb Injury,2023-04-08,2023-04-12,4,Wrist/Hand/Finger
Fred VanVleet,Lower Back Injury,2022-12-29,2023-01-02,4,Back/Spine
Fred VanVleet,Illness,2022-11-23,2022-11-23,0,General Illness
Fred VanVleet,Sore Right Knee,2022-04-07,2022-04-15,8,Knee
Fred VanVleet,Right Knee Injury,2022-03-20,2022-03-21,1,Knee
Fred VanVleet,Sore Right Knee,2022-03-12,2022-03-14,2,Knee
Fred VanVleet,Sore Right Knee,2022-03-01,2022-03-09,8,Knee
Fred VanVleet,Bruised Right Knee,2022-02-16,2022-02-25,9,Knee
Fred VanVleet,Left Groin Injury,2022-02-10,2022-02-12,2,Hip/Groin
Fred VanVleet,Bruised Right Knee,2019-12-11,2019-12-20,9,Knee
Fred VanVleet,Bruised Right Hand,2018-03-18,2018-03-21,3,Wrist/Hand/Finger
Fred VanVleet,Left Groin Injury,2021-11-13,2021-11-15,2,Hip/Groin
Fred VanVleet,Left Hip Flexor Injury,2021-05-02,2021-05-04,2,Hip/Groin
Fred VanVleet,Left Hip Flexor Injury,2021-04-29,2021-04-30,1,Hip/Groin
Fred VanVleet,Left Hip Flexor Injury,2021-04-18,2021-04-20,2,Hip/Groin
Fred VanVleet,Left Hip Flexor Injury,2021-04-05,2021-04-14,9,Hip/Groin
Fred VanVleet,Bruised Right Knee,2018-01-17,2018-01-20,3,Knee
Fred VanVleet,Right Knee Injury,2020-08-10,2020-08-12,2,Knee
Fred VanVleet,Left Shoulder Injury,2020-03-03,2020-07-31,150,Shoulder
Fred VanVleet,Left Shoulder Injury,2020-02-28,2020-03-01,2,Shoulder
Fred VanVleet,Stiffness In Lower Back,2022-10-31,2022-11-06,6,Back/Spine
Fred VanVleet,Illness,2022-11-12,2022-11-16,4,General Illness
Fred VanVleet,Right Shoulder Injury,2018-04-14,2018-04-17,3,Shoulder
Fred VanVleet,Right Shoulder Injury,2018-04-20,2018-04-27,7,Shoulder
Fred VanVleet,Left Big Toe Injury,2018-10-24,2018-11-02,9,Foot/Toe
Fred VanVleet,Sore Lower Back,2018-12-16,2018-12-19,3,Back/Spine
Fred VanVleet,Strained Right Hamstring,2020-01-18,2020-01-18,0,Thigh
Fred VanVleet,Tightness In Lower Back,2018-04-09,2018-04-11,2,Back/Spine
Fred VanVleet,Left Thumb Injury,2019-02-11,2019-03-17,34,Wrist/Hand/Finger
Furkan Korkmaz,Strained Left Adductor,2020-12-28,2021-01-17,20,Other/Unspecified
Furkan Korkmaz,Unknown,2017-12-15,2018-03-22,97,Other/Unspecified
Furkan Korkmaz,Unknown,2017-12-02,2017-12-07,5,Other/Unspecified
Furkan Korkmaz,Sore Right Knee,2019-02-13,2019-02-21,8,Knee
Furkan Korkmaz,Unknown,2017-11-03,2017-11-09,6,Other/Unspecified
Furkan Korkmaz,Unknown,2017-10-18,2017-10-30,12,Other/Unspecified
Furkan Korkmaz,Illness,2021-12-15,2021-12-22,7,General Illness
Furkan Korkmaz,Sore Left Knee,2022-01-31,2022-02-06,6,Knee
Furkan Korkmaz,Sprained Right Ankle,2021-05-07,2021-05-13,6,Ankle
Furkan Korkmaz,Sprained Left Ankle,2019-11-23,2019-11-25,2,Ankle
Furkan Korkmaz,Sore Right Knee,2019-02-25,2019-04-09,43,Knee
Furkan Korkmaz,Left Knee Injury,2022-11-19,2022-11-22,3,Knee
Furkan Korkmaz,Sprained Right Ankle,2021-04-22,2021-04-26,4,Ankle
Gabe Vincent,Right Big Toe Injury,2022-03-20,2022-03-28,8,Foot/Toe
Gabe Vincent,Sprained Right Shoulder,2020-08-13,2020-09-04,22,Shoulder
Gabe Vincent,Sore Right Knee,2021-01-01,2021-01-04,3,Knee
Gabe Vincent,Right Big Toe Injury,2022-04-03,2022-04-04,1,Foot/Toe
Gabe Vincent,Unknown,2020-01-08,2020-01-27,19,Other/Unspecified
Gabe Vincent,Unknown,2020-02-01,2020-02-05,4,Other/Unspecified
Gabe Vincent,Unknown,2020-02-20,2020-02-24,4,Other/Unspecified
Gabe Vincent,Unknown,2020-02-28,2020-02-29,1,Other/Unspecified
Gabe Vincent,Unknown,2020-03-06,2020-03-08,2,Other/Unspecified
Gabe Vincent,Unknown,2020-08-01,2020-08-03,2,Other/Unspecified
Gabe Vincent,Sore Right Knee,2020-08-06,2020-08-08,2,Knee
Gabe Vincent,Sore Right Knee,2021-01-09,2021-01-12,3,Knee
Gabe Vincent,Right Knee Injury,2020-12-23,2020-12-29,6,Knee
Gal Mekel,Bruised Knee,2014-01-15,2014-03-11,55,Knee
Garrett Temple,Strained Right Hamstring,2021-03-31,2021-04-14,14,Thigh
Garrett Temple,Torn Left Hamstring,2017-02-04,2017-03-05,29,Thigh
Garrett Temple,Unknown For Rest,2017-10-31,2017-11-01,1,Other/Unspecified
Garrett Temple,Bruised Right Knee,2020-01-14,2020-01-19,5,Knee
Garrett Temple,Unknown,2015-04-18,2015-05-03,15,Other/Unspecified
Garrett Temple,Sprained Left Shoulder,2019-01-26,2019-02-09,14,Shoulder
Garrett Temple,Bruised Right Knee,2020-01-02,2020-01-04,2,Knee
Garrett Temple,Sprained Left Ankle,2020-03-04,2020-07-29,147,Ankle
Garrett Temple,Sprained Left Ankle,2021-03-13,2021-03-24,11,Ankle
Garrett Temple,Bruised Right Knee,2020-01-10,2020-01-12,2,Knee
Garrison Mathews,Sprained Right Ankle,2020-01-08,2020-02-01,24,Ankle
Garrison Mathews,Unknown,2021-10-20,2021-11-15,26,Other/Unspecified
Gary Harris,Strained Left Adductor,2021-02-01,2021-02-17,16,Other/Unspecified
Gary Harris,Strained Left Adductor,2021-02-18,2021-04-08,49,Other/Unspecified
Gary Harris,Strained Left Adductor,2021-04-12,2021-04-14,2,Other/Unspecified
Gary Harris,Right Adductor Injury,2023-02-09,2023-02-11,2,General Injury
Gary Harris,Left Knee Injury,2022-10-19,2022-11-18,30,Knee
Gary Harris,Unknown,2022-12-02,2022-12-23,21,Other/Unspecified
Gary Harris,Left Adductor Injury,2023-03-05,2023-03-08,3,General Injury
Gary Harris,Left Adductor Injury,2023-04-06,2023-04-07,1,General Injury
Gary Harris,Right Elbow Injury,2017-12-20,2018-04-09,110,Arm/Elbow
Gary Harris,Sprained Left Ankle,2021-11-01,2021-11-05,4,Ankle
Gary Harris,Strained Right Hip,2020-07-31,2020-08-30,30,Hip/Groin
Gary Harris,Right Hip Injury,2018-12-05,2019-01-01,27,Hip/Groin
Gary Harris,Unknown,2014-10-29,2014-11-14,16,Other/Unspecified
Gary Harris,Left Hamstring Injury,2019-01-12,2019-01-17,5,Thigh
Gary Harris,Strained Right Adductor,2020-01-15,2020-01-24,9,Other/Unspecified
Gary Harris,Right Adductor Injury,2019-02-01,2019-02-22,21,General Injury
Gary Harris,Left Hamstring Injury,2019-01-08,2019-01-10,2,Thigh
Gary Harris,Unknown,2017-01-21,2017-01-22,1,Other/Unspecified
Gary Harris,Unknown,2017-01-17,2017-01-19,2,Other/Unspecified
Gary Harris,Sore Right Shoulder,2017-11-11,2017-11-17,6,Shoulder
Gary Harris,Sprained Right Ankle,2016-11-16,2016-11-25,9,Ankle
Gary Harris,Strained Right Groin,2016-10-26,2016-11-05,10,Hip/Groin
Gary Harris,Bruised Left Shin,2019-12-31,2020-01-02,2,Calf/Shin
Gary Harris,Concussion,2015-12-03,2015-12-11,8,Head
Gary Harris,Unknown,2014-11-19,2014-11-25,6,Other/Unspecified
Gary Harris,Right Foot Injury,2016-11-27,2016-12-15,18,Foot/Toe
Gary Neal,Concussion,2014-11-19,2014-11-21,2,Head
Gary Neal,Left Shoulder Injury,2014-11-26,2014-12-05,9,Shoulder
Gary Neal,Unknown,2015-02-11,2015-02-20,9,Other/Unspecified
Gary Neal,Sore Right Leg,2016-02-09,2016-03-08,28,Soft Tissue
Gary Payton II,Tightness In Lower Back,2022-01-14,2022-01-18,4,Back/Spine
Gary Payton II,Fractured Left Elbow,2022-05-04,2022-06-02,29,Face/Nose
Gary Payton II,Sore Left Knee,2022-03-04,2022-03-21,17,Knee
Gary Payton II,Hernia,2021-11-21,2021-11-23,2,Other/Unspecified
Gary Payton II,Surgery To Repair Core Muscle Injury,2023-01-04,2023-01-10,6,Abdomen/Core
Gary Payton II,Unknown,2018-01-21,2018-02-08,18,Other/Unspecified
Gary Payton II,Unknown,2017-10-26,2017-11-15,20,Other/Unspecified
Gary Payton II,Surgery To Repair Core Muscle Injury,2022-10-13,2023-01-02,81,Abdomen/Core
Gary Payton II,Left Calf Injury,2023-01-19,2023-01-22,3,Calf/Shin
Gary Payton II,Unknown,2018-02-23,2020-07-09,867,Other/Unspecified
Gary Trent Jr.,Unknown,2019-02-10,2019-02-11,1,Other/Unspecified
Gary Trent Jr.,Unknown,2018-12-04,2018-12-06,2,Other/Unspecified
Gary Trent Jr.,Unknown,2018-12-08,2018-12-12,4,Other/Unspecified
Gary Trent Jr.,Unknown,2018-12-14,2019-01-01,18,Other/Unspecified
Gary Trent Jr.,Unknown,2019-01-21,2019-02-05,15,Other/Unspecified
Gary Trent Jr.,Unknown,2019-02-13,2019-02-23,10,Other/Unspecified
Gary Trent Jr.,Sore Right Ankle,2021-04-14,2021-04-18,4,Ankle
Gary Trent Jr.,Unknown,2019-03-03,2019-03-07,4,Other/Unspecified
Gary Trent Jr.,Unknown,2019-03-09,2019-03-12,3,Other/Unspecified
Gary Trent Jr.,Unknown,2019-03-15,2019-03-18,3,Other/Unspecified
Gary Trent Jr.,Gastroenteritis,2019-04-07,2019-04-10,3,General Illness
Gary Trent Jr.,Strained Right Hamstring,2019-11-25,2019-12-08,13,Thigh
Gary Trent Jr.,Strained Right Calf,2020-12-30,2021-01-02,3,Calf/Shin
Gary Trent Jr.,Bruised Left Leg,2021-04-26,2021-05-06,10,Soft Tissue
Gary Trent Jr.,Right Calf Injury,2021-11-28,2021-12-02,4,Calf/Shin
Gary Trent Jr.,Left Ankle Injury,2022-01-09,2022-01-21,12,Ankle
Gary Trent Jr.,Left Big Toe Injury,2022-03-21,2022-03-28,7,Foot/Toe
Gary Trent Jr.,Sore Right Hip,2022-11-16,2022-11-23,7,Hip/Groin
Gary Trent Jr.,Sore Left Quadriceps,2022-12-16,2022-12-18,2,Thigh
Gary Trent Jr.,Strained Left Calf,2023-02-14,2023-02-22,8,Calf/Shin
Gary Trent Jr.,Unknown,2019-02-25,2019-02-27,2,Other/Unspecified
Gary Trent Jr.,Unknown,2018-11-21,2018-12-02,11,Other/Unspecified
Gary Trent Jr.,Stiffness In Right Elbow,2023-03-24,2023-04-05,12,Arm/Elbow
Gary Trent Jr.,Unknown,2018-11-06,2018-11-08,2,Other/Unspecified
Gary Trent Jr.,Unknown,2018-10-18,2018-11-03,16,Other/Unspecified
Gary Trent Jr.,Unknown,2018-11-11,2018-11-14,3,Other/Unspecified
George Hill,Bruised Left Knee,2014-10-29,2014-12-23,55,Knee
George Hill,Sore/Strained Left Groin,2015-01-10,2015-01-23,13,Hip/Groin
George Hill,Sprained Left Big Toe,2016-12-14,2016-12-29,15,Foot/Toe
George Hill,Concussion,2017-01-05,2017-01-07,2,Head
George Hill,Unknown,2017-03-06,2017-03-08,2,Other/Unspecified
George Hill,Strained Groin,2017-03-29,2017-04-10,12,Hip/Groin
George Hill,Illness,2017-12-19,2017-12-20,1,General Illness
George Hill,Sprained Left Ankle,2018-04-01,2018-04-09,8,Ankle
George Hill,Back Spasms,2018-04-22,2018-04-29,7,Back/Spine
George Hill,Sprained Right Shoulder,2018-11-07,2018-11-24,17,Shoulder
George Hill,Unknown,2018-12-07,2018-12-10,3,Other/Unspecified
George Hill,Sore Back,2019-11-25,2019-11-29,4,Back/Spine
George Hill,Strained Left Hamstring,2020-01-31,2020-02-20,20,Thigh
George Hill,Groin Injury,2020-03-04,2020-03-08,4,Hip/Groin
George Hill,Right Adductor Injury,2020-03-09,2020-03-11,2,General Injury
George Hill,Neck Spasms,2020-12-29,2020-12-30,1,Neck
George Hill,Sprained Right Thumb,2021-01-25,2021-04-19,84,Wrist/Hand/Finger
George Hill,Hyperextended Right Knee,2021-12-04,2021-12-12,8,Knee
George Hill,Conditioning,2021-12-13,2021-12-15,2,Medical/Conditioning
George Hill,Sore Neck,2022-01-30,2022-03-13,42,Neck
George Hill,Strained Abdominal,2022-04-09,2022-05-07,28,Abdomen/Core
George Hill,Illness,2020-01-08,2020-01-09,1,General Illness
George Hill,Strained Left Groin,2019-02-25,2019-03-09,12,Hip/Groin
George Hill,Unknown For Rest,2017-10-29,2017-10-31,2,Other/Unspecified
Georges Niang,Unknown,2017-02-24,2017-03-28,32,Other/Unspecified
Georges Niang,Unknown,2018-01-15,2018-01-30,15,Other/Unspecified
Georges Niang,Unknown,2018-02-05,2018-02-09,4,Other/Unspecified
Georges Niang,Unknown,2018-03-11,2018-03-13,2,Other/Unspecified
Georges Niang,Left Knee Injury,2022-04-10,2022-04-16,6,Knee
Georges Niang,Right Foot Injury,2022-12-05,2022-12-11,6,Foot/Toe
Georges Niang,Unknown,2017-02-01,2017-02-03,2,Other/Unspecified
Georges Niang,Unknown,2017-01-05,2017-01-07,2,Other/Unspecified
Georges Niang,Unknown,2016-12-04,2016-12-12,8,Other/Unspecified
Georges Niang,Unknown,2016-10-26,2016-10-28,2,Other/Unspecified
Georges Niang,Unknown,2017-02-06,2017-02-13,7,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2017-10-20,2017-10-29,9,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2017-01-03,2017-01-20,17,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2016-11-06,2016-12-28,52,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2016-10-26,2016-11-05,10,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Upset Stomach,2018-01-09,2018-01-17,8,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2018-03-30,2018-04-01,2,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2017-12-14,2017-12-17,3,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2017-11-01,2017-11-04,3,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2017-11-17,2017-12-08,21,Other/Unspecified
Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,Unknown,2017-11-07,2017-11-13,6,Other/Unspecified
Gerald Green (b. 1986-01-26),Sore Left Hip,2016-12-14,2016-12-18,4,Hip/Groin
Gerald Green (b. 1986-01-26),Illness,2017-01-24,2017-01-25,1,General Illness
Gerald Green (b. 1986-01-26),Bruised Left Heel,2017-02-24,2017-03-03,7,Foot/Toe
Gerald Green (b. 1986-01-26),Illness,2015-11-03,2015-11-17,14,General Illness
Gerald Green (b. 1986-01-26),Strained Left Adductor,2019-03-26,2019-04-02,7,Other/Unspecified
Gerald Green (b. 1986-01-26),Sprained Right Ankle,2018-11-11,2018-11-15,4,Ankle
Gerald Henderson Jr.,Sore Left Hip,2015-10-28,2015-11-11,14,Hip/Groin
Gian Clavell,Unknown,2017-11-07,2017-11-12,5,Other/Unspecified
Gian Clavell,Unknown,2017-11-01,2017-11-03,2,Other/Unspecified
Gian Clavell,Unknown,2017-10-28,2017-10-30,2,Other/Unspecified
Gian Clavell,Unknown,2017-10-18,2017-10-20,2,Other/Unspecified
Gian Clavell,Unknown,2017-10-25,2017-10-26,1,Other/Unspecified
Giannis Antetokounmpo,Sore Right Knee,2022-03-19,2022-03-22,3,Knee
Giannis Antetokounmpo,Concussion,2018-10-29,2018-11-01,3,Head
Giannis Antetokounmpo,Sore Right Knee,2022-03-24,2022-03-26,2,Knee
Giannis Antetokounmpo,Sore Right Knee,2022-04-01,2022-04-03,2,Knee
Giannis Antetokounmpo,Sore Right Knee,2022-04-10,2022-04-16,6,Knee
Giannis Antetokounmpo,Sore Right Ankle,2018-04-07,2018-04-11,4,Ankle
Giannis Antetokounmpo,Sprained Right Ankle,2018-03-23,2018-03-25,2,Ankle
Giannis Antetokounmpo,Sore Right Knee,2018-01-20,2018-01-26,6,Knee
Giannis Antetokounmpo,Sore Right Knee,2017-12-23,2017-12-26,3,Knee
Giannis Antetokounmpo,Sore Right Shoulder,2020-01-28,2020-01-31,3,Shoulder
Giannis Antetokounmpo,Sore Left Knee,2022-11-09,2022-11-14,5,Knee
Giannis Antetokounmpo,Sore Left Knee,2022-12-03,2022-12-05,2,Knee
Giannis Antetokounmpo,Sore Left Ankle,2022-02-14,2022-02-15,1,Ankle
Giannis Antetokounmpo,Sore Right Knee,2022-01-22,2022-01-26,4,Knee
Giannis Antetokounmpo,Unknown,2022-11-05,2022-11-07,2,Other/Unspecified
Giannis Antetokounmpo,Sore Left Knee,2023-01-01,2023-01-03,2,Knee
Giannis Antetokounmpo,Right Calf Injury,2021-12-04,2021-12-06,2,Calf/Shin
Giannis Antetokounmpo,Bruised Left Hip,2019-01-11,2019-01-13,2,Hip/Groin
Giannis Antetokounmpo,Sore Right Knee,2019-02-09,2019-02-11,2,Knee
Giannis Antetokounmpo,Sore Right Knee,2019-02-25,2019-02-27,2,Knee
Giannis Antetokounmpo,Right Quadricep Injury,2019-12-11,2019-12-13,2,General Injury
Giannis Antetokounmpo,Sore Back,2019-12-27,2019-12-30,3,Back/Spine
Giannis Antetokounmpo,Sprained Right Ankle,2021-11-12,2021-11-14,2,Ankle
Giannis Antetokounmpo,Hyperextended Left Knee,2021-07-01,2021-07-06,5,Knee
Giannis Antetokounmpo,Sprained Right Ankle,2021-04-30,2021-05-02,2,Ankle
Giannis Antetokounmpo,Sore Left Knee,2021-04-03,2021-04-15,12,Knee
Giannis Antetokounmpo,Sprained Left Knee,2021-03-22,2021-03-24,2,Knee
Giannis Antetokounmpo,Back Spasms,2021-01-09,2021-01-11,2,Back/Spine
Giannis Antetokounmpo,Toothache,2020-08-10,2020-08-11,1,Face/Nose
Giannis Antetokounmpo,Illness,2022-01-05,2022-01-07,2,General Illness
Giannis Antetokounmpo,Sprained Left Knee,2020-03-08,2020-07-31,145,Knee
Giannis Antetokounmpo,Bruised Right Quadriceps,2023-02-26,2023-02-28,2,Thigh
Giannis Antetokounmpo,Illness,2023-03-07,2023-03-09,2,General Illness
Giannis Antetokounmpo,Right Hand Injury,2023-03-09,2023-03-13,4,Wrist/Hand/Finger
Giannis Antetokounmpo,Sore Right Knee,2023-03-27,2023-03-29,2,Knee
Giannis Antetokounmpo,Sore Left Knee,2023-01-12,2023-01-23,11,Knee
Giannis Antetokounmpo,Sore Right Knee,2023-04-05,2023-04-16,11,Knee
Glen Davis,Strained Right Groin,2014-10-30,2014-11-08,9,Hip/Groin
Glen Davis,Illness,2015-03-20,2015-03-22,2,General Illness
Glen Rice Jr.,Unknown,2014-02-05,2014-02-25,20,Other/Unspecified
Glenn Robinson III,Unknown  Surgery On Left Ankle,2017-10-18,2018-02-23,128,Ankle
Glenn Robinson III,Unknown,2015-02-09,2015-02-11,2,Other/Unspecified
Glenn Robinson III,Sore Right Shoulder,2015-10-28,2015-10-29,1,Shoulder
Glenn Robinson III,Sprained Right Ankle,2019-12-23,2019-12-25,2,Ankle
Glenn Robinson III,Left Hip Pointer,2020-08-01,2020-08-09,8,Hip/Groin
Glenn Robinson III,Right Knee Injury,2021-02-20,2021-02-24,4,Knee
Glenn Robinson III,Ankle Injury,2014-10-30,2014-11-14,15,Ankle
Goga Bitadze,Sprained Right Ankle,2020-12-23,2021-01-17,25,Ankle
Goga Bitadze,Sprained Left Ankle,2021-04-24,2021-05-05,11,Ankle
Goga Bitadze,Illness,2021-11-13,2021-11-14,1,General Illness
Goga Bitadze,Sore Right Foot,2022-01-29,2022-02-06,8,Foot/Toe
Goga Bitadze,Concussion,2019-11-08,2019-11-15,7,Head
Goga Bitadze,Illness,2020-01-24,2020-01-26,2,General Illness
Goran Dragic,Sore Right Knee,2018-12-14,2019-02-23,71,Knee
Goran Dragic,Strained Left Calf,2019-03-04,2019-03-08,4,Calf/Shin
Goran Dragic,Strained Right Groin,2019-12-03,2019-12-20,17,Hip/Groin
Goran Dragic,Sprained Left Ankle,2020-08-06,2020-08-10,4,Ankle
Goran Dragic,Sore Left Ankle,2020-08-14,2020-08-18,4,Ankle
Goran Dragic,Conditioning,2022-02-23,2022-02-26,3,Medical/Conditioning
Goran Dragic,Lower Back Spasms,2021-04-01,2021-04-02,1,Back/Spine
Goran Dragic,Sore Left Ankle,2022-12-21,2023-01-02,12,Ankle
Goran Dragic,Right Knee Injury,2018-11-18,2018-12-07,19,Knee
Goran Dragic,Stinger,2022-11-23,2022-11-25,2,Other/Unspecified
Goran Dragic,Sore Right Knee,2018-04-11,2018-04-14,3,Knee
Goran Dragic,Illness,2023-01-23,2023-01-28,5,General Illness
Goran Dragic,Strained Left Calf,2016-01-13,2016-01-29,16,Calf/Shin
Goran Dragic,Sore Left Calf  / Wrist Injury,2015-12-22,2015-12-25,3,Wrist/Hand/Finger
Goran Dragic,Sore/Strained Lower Back,2014-12-14,2014-12-17,3,Back/Spine
Goran Dragic,Sore Left Knee,2023-03-06,2023-03-11,5,Knee
Goran Dragic,Sore Left Knee,2023-03-14,2023-03-27,13,Knee
Goran Dragic,Sprained Right Ankle,2018-04-04,2018-04-06,2,Ankle
Gordon Hayward,Strained Left Hip Flexor,2014-01-13,2014-01-21,8,Hip/Groin
Gordon Hayward,Fractured Left Ring Finger,2016-10-25,2016-11-06,12,Face/Nose
Gordon Hayward,Left Ankle Injury,2018-10-20,2018-10-22,2,Ankle
Gordon Hayward,Sore Left Ankle,2018-11-24,2018-11-26,2,Ankle
Gordon Hayward,Illness,2018-12-10,2018-12-14,4,General Illness
Gordon Hayward,Sprained Right Ankle,2019-02-21,2019-02-23,2,Ankle
Gordon Hayward,Concussion,2019-03-18,2019-03-24,6,Head
Gordon Hayward,Bruised Left Shoulder,2022-11-04,2022-11-18,14,Shoulder
Gordon Hayward,Sprained Left Shoulder,2015-03-23,2015-03-27,4,Shoulder
Gordon Hayward,Sprained Left Ankle,2022-02-08,2022-04-01,52,Ankle
Gordon Hayward,Sore Left Foot,2019-12-18,2019-12-25,7,Foot/Toe
Gordon Hayward,Fractured Left Hand,2019-11-11,2019-12-09,28,Face/Nose
Gordon Hayward,Sore Left Hamstring,2023-01-04,2023-01-21,17,Thigh
Gordon Hayward,Sore Left Foot,2020-02-07,2020-02-09,2,Foot/Toe
Gordon Hayward,Strained Left Hamstring,2023-01-24,2023-01-26,2,Thigh
Gordon Hayward,Bruised Right Knee,2020-03-04,2020-03-08,4,Knee
Gordon Hayward,Sprained Right Foot,2021-04-03,2021-05-18,45,Foot/Toe
Gordon Hayward,Sore Left Ankle,2019-04-09,2019-04-13,4,Ankle
Gordon Hayward,Left Shoulder Injury,2022-11-28,2022-12-16,18,Shoulder
Gorgui Dieng,Sprained Right Shoulder,2021-04-01,2021-04-05,4,Shoulder
Gorgui Dieng,Unknown,2021-03-29,2021-03-31,2,Other/Unspecified
Gorgui Dieng,Unknown,2014-01-24,2014-01-25,1,Other/Unspecified
Gorgui Dieng,Unknown,2014-01-17,2014-01-18,1,Other/Unspecified
Gorgui Dieng,Sprained Right Shoulder,2021-04-09,2021-04-16,7,Shoulder
Grant Jerrett,Unknown  Surgery On Left Ankle,2014-10-29,2014-11-28,30,Ankle
Grant Jerrett,Unknown,2015-01-07,2015-01-26,19,Other/Unspecified
Grant Jerrett,Unknown,2015-03-21,2015-03-23,2,Other/Unspecified
Grant Jerrett,Unknown,2015-03-27,2015-04-10,14,Other/Unspecified
Grant Jerrett,Unknown,2015-01-31,2015-02-02,2,Other/Unspecified
Grant Jerrett,Unknown,2015-02-20,2015-02-25,5,Other/Unspecified
Grant Riller,Surgery On Left Knee,2021-10-19,2021-11-19,31,Knee
Grayson Allen,Sore Right Foot,2023-03-14,2023-03-19,5,Foot/Toe
Grayson Allen,Sprained Right Ankle,2023-04-03,2023-04-16,13,Ankle
